booking_code,service_name,status,is_cancelled,shoot_date,net_amount_ngn,labour_ngn,trusted_min_labour_ngn,crew_rows,work_days,margin_ngn,loss,genuine_loss,artefact_loss,no_timesheets
BK-01095,Studio Rental,Completed,False,2023-03-20,592000.0,277000.0,277000.0,4,1.0,315000.0,False,False,False,False
BK-01096,Photoshoot,In Production,False,2023-03-21,782000.0,481500.0,481500.0,3,1.0,300500.0,False,False,False,False
BK-01097,Wedding Film,In Production,False,2023-03-21,6345000.0,603000.0,603000.0,5,1.0,5742000.0,False,False,False,False
BK-01098,Commercial / TVC,Postponed,False,2023-03-22,13237000.0,316000.0,316000.0,3,1.0,12921000.0,False,False,False,False
BK-01099,Wedding Film,In Production,False,2023-03-22,2242000.0,449500.0,449500.0,2,1.0,1792500.0,False,False,False,False
BK-01100,Commercial / TVC,Invoiced,False,2023-03-24,7075000.0,1536000.0,1536000.0,8,1.0,5539000.0,False,False,False,False
BK-01101,Wedding Film,Completed,False,2023-03-25,3944000.0,4335000.0,3028500.0,24,2.0,-391000.0,True,False,True,False
BK-01102,Wedding Film,Invoiced,False,2023-03-25,2790000.0,453000.0,453000.0,4,1.0,2337000.0,False,False,False,False
BK-01103,Wedding Film,Completed,False,2023-03-25,2754050.0,1008000.0,433500.0,3,1.0,1746050.0,False,False,False,False
BK-01104,Event Coverage,Completed,False,2023-03-25,3860000.0,433000.0,433000.0,4,1.0,3427000.0,False,False,False,False
BK-01105,Unknown,In Production,False,2023-03-25,3485000.0,994500.0,641500.0,8,2.0,2490500.0,False,False,False,False
BK-01106,Unknown,Completed,False,2023-03-25,2419000.0,273000.0,231000.0,4,1.0,2146000.0,False,False,False,False
BK-01107,Photoshoot,Completed,False,2023-03-25,2405000.0,747000.0,588000.0,6,2.0,1658000.0,False,False,False,False
BK-01108,Corporate Documentary,Invoiced,False,2023-03-25,1045116.82,418500.0,297500.0,4,1.0,626616.82,False,False,False,False
BK-01109,Wedding Film,Completed,False,2023-03-25,3080000.0,440000.0,334000.0,3,1.0,2640000.0,False,False,False,False
BK-01110,Studio Rental,Completed,False,2023-03-26,1195000.0,538500.0,241000.0,4,1.0,656500.0,False,False,False,False
BK-01111,Short Film,Completed,False,2023-03-26,9109000.0,377000.0,45000.0,4,1.0,8732000.0,False,False,False,False
BK-01112,Wedding Film,Unknown,False,2023-03-26,5580000.0,430500.0,309500.0,3,1.0,5149500.0,False,False,False,False
BK-01113,Music Video,Completed,False,2023-03-26,6190000.0,392000.0,273000.0,3,1.0,5798000.0,False,False,False,False
BK-01114,Commercial / TVC,Completed,False,2023-03-27,32372000.0,49000.0,49000.0,1,1.0,32323000.0,False,False,False,False
BK-01115,Wedding Film,Completed,False,2023-03-29,2341000.0,487000.0,487000.0,2,1.0,1854000.0,False,False,False,False
BK-01116,Unknown,Completed,False,2023-03-29,15838400.0,659000.0,659000.0,5,1.0,15179400.0,False,False,False,False
BK-01117,Studio Rental,Postponed,False,2023-03-30,1293000.0,538000.0,468000.0,3,1.0,755000.0,False,False,False,False
BK-01118,Event Coverage,In Production,False,2023-03-31,2856000.0,1470000.0,1470000.0,8,2.0,1386000.0,False,False,False,False
BK-01119,Studio Rental,Completed,False,2023-03-31,653000.0,407000.0,300000.0,3,1.0,246000.0,False,False,False,False
BK-01120,Photoshoot,Unknown,False,2023-03-31,1766000.0,473000.0,335500.0,4,1.0,1293000.0,False,False,False,False
BK-01121,Photoshoot,Completed,False,2023-04-01,3343000.0,301000.0,301000.0,3,1.0,3042000.0,False,False,False,False
BK-01123,Music Video,In Production,False,2023-04-01,8757000.0,991500.0,991500.0,5,1.0,7765500.0,False,False,False,False
BK-01125,Event Coverage,Completed,False,2023-04-02,3536000.0,552000.0,142000.0,5,1.0,2984000.0,False,False,False,False
BK-01127,Wedding Film,Invoiced,False,2023-04-02,10390000.0,3244000.0,2514000.0,12,4.0,7146000.0,False,False,False,False
BK-01128,Corporate Documentary,Completed,False,2023-04-02,12317000.0,2496500.0,1624000.0,12,1.0,9820500.0,False,False,False,False
BK-01129,Music Video,Completed,False,2023-04-02,24682000.0,3378000.0,1948500.0,23,2.0,21304000.0,False,False,False,False
BK-01130,Wedding Film,In Production,False,2023-04-02,7190000.0,2178500.0,1626000.0,14,3.0,5011500.0,False,False,False,False
BK-01131,Commercial / TVC,Unknown,False,2023-04-02,44872000.0,1165000.0,512000.0,7,1.0,43707000.0,False,False,False,False
BK-01132,Wedding Film,Completed,False,2023-04-02,3756000.0,442000.0,442000.0,4,1.0,3314000.0,False,False,False,False
BK-01133,Photoshoot,Postponed,False,2023-04-03,1083746.39,296000.0,23500.0,3,1.0,787746.3899999999,False,False,False,False
BK-01134,Studio Rental,Completed,False,2023-04-03,1221000.0,1057000.0,561000.0,8,1.0,164000.0,False,False,False,False
BK-01135,Unknown,Completed,False,2023-04-03,1355000.0,1927500.0,1850500.0,8,1.0,-572500.0,True,True,False,False
BK-01136,Unknown,Completed,False,2023-04-03,608180.4,2244000.0,2140000.0,10,2.0,-1635819.6,True,True,False,False
BK-01137,Photoshoot,Completed,False,2023-04-04,3659000.0,1120000.0,1027500.0,8,4.0,2539000.0,False,False,False,False
BK-01138,Commercial / TVC,Completed,False,2023-04-04,28063000.0,625000.0,441000.0,4,1.0,27438000.0,False,False,False,False
BK-01139,Music Video,Completed,False,2023-04-04,33884000.0,3279000.0,2674000.0,20,4.0,30605000.0,False,False,False,False
BK-01140,Event Coverage,Completed,False,2023-04-05,2177400.0,787500.0,787500.0,2,1.0,1389900.0,False,False,False,False
BK-01143,Wedding Film,In Production,False,2023-04-06,1741500.0,596000.0,596000.0,4,1.0,1145500.0,False,False,False,False
BK-01144,Wedding Film,Completed,False,2023-04-06,6280000.0,1106000.0,876500.0,12,3.0,5174000.0,False,False,False,False
BK-01146,Music Video,Completed,False,2023-04-07,3914866.4,2256000.0,2168000.0,16,2.0,1658866.4,False,False,False,False
BK-01147,Corporate Documentary,Completed,False,2023-04-07,17154000.0,2244500.0,1354000.0,7,2.0,14909500.0,False,False,False,False
BK-01148,Event Coverage,Invoiced,False,2023-04-07,6638000.0,2408000.0,2408000.0,12,3.0,4230000.0,False,False,False,False
BK-01149,Event Coverage,Completed,False,2023-04-08,2798100.0,1045000.0,601500.0,6,1.0,1753100.0,False,False,False,False
BK-01150,Unknown,In Production,False,2023-04-08,1104000.0,1160500.0,1160500.0,8,1.0,-56500.0,True,True,False,False
BK-01151,Unknown,Completed,False,2023-04-08,1298000.0,1379500.0,1379500.0,5,1.0,-81500.0,True,True,False,False
BK-01152,Music Video,Completed,False,2023-04-08,14227000.0,660500.0,647000.0,3,1.0,13566500.0,False,False,False,False
BK-01154,Music Video,Completed,False,2023-04-08,17289000.0,454500.0,216000.0,3,1.0,16834500.0,False,False,False,False
BK-01155,Music Video,Completed,False,2023-04-09,15685000.0,1834000.0,1834000.0,12,1.0,13851000.0,False,False,False,False
BK-01156,Photoshoot,In Production,False,2023-04-09,2618000.0,738000.0,738000.0,3,1.0,1880000.0,False,False,False,False
BK-01157,Wedding Film,Completed,False,2023-04-09,7815000.0,783000.0,730000.0,7,2.0,7032000.0,False,False,False,False
BK-01158,Unknown,Completed,False,2023-04-09,3344000.0,793000.0,736000.0,6,1.0,2551000.0,False,False,False,False
BK-01161,Commercial / TVC,Completed,False,2023-04-10,89520000.0,7958000.0,7706500.0,38,5.0,81562000.0,False,False,False,False
BK-01162,Event Coverage,Completed,False,2023-04-12,1031955.0,372500.0,372500.0,3,1.0,659455.0,False,False,False,False
BK-01163,Commercial / TVC,Invoiced,False,2023-04-12,34366000.0,715500.0,715500.0,3,1.0,33650500.0,False,False,False,False
BK-01164,Event Coverage,Completed,False,2023-04-12,2734000.0,961000.0,961000.0,5,1.0,1773000.0,False,False,False,False
BK-01165,Wedding Film,Invoiced,False,2023-04-13,10516000.0,1942500.0,1699000.0,12,3.0,8573500.0,False,False,False,False
BK-01166,Music Video,Completed,False,2023-04-13,2784000.0,649000.0,649000.0,4,1.0,2135000.0,False,False,False,False
BK-01167,Corporate Documentary,In Production,False,2023-04-13,15439000.0,1451500.0,1165500.0,10,2.0,13987500.0,False,False,False,False
BK-01168,Studio Rental,Completed,False,2023-04-14,193089.06,364000.0,287000.0,3,1.0,-170910.94,True,True,False,False
BK-01169,Photoshoot,Completed,False,2023-04-14,1400000.0,631500.0,477500.0,4,1.0,768500.0,False,False,False,False
BK-01170,Event Coverage,Completed,False,2023-04-14,3525000.0,2450500.0,2021500.0,12,2.0,1074500.0,False,False,False,False
BK-01171,Commercial / TVC,Invoiced,False,2023-04-15,77369000.0,1212000.0,884000.0,10,3.0,76157000.0,False,False,False,False
BK-01172,Studio Rental,Completed,False,2023-04-15,3031000.0,4681000.0,4514000.0,29,5.0,-1650000.0,True,True,False,False
BK-01173,Music Video,Completed,False,2023-04-15,10818000.0,483500.0,483500.0,3,1.0,10334500.0,False,False,False,False
BK-01174,Music Video,Completed,False,2023-04-17,3102300.0,854500.0,670500.0,5,1.0,2247800.0,False,False,False,False
BK-01175,Photoshoot,Completed,False,2023-04-17,913000.0,432000.0,432000.0,2,1.0,481000.0,False,False,False,False
BK-01176,Unknown,Completed,False,2023-04-17,11275000.0,2595000.0,2595000.0,16,2.0,8680000.0,False,False,False,False
BK-01177,Event Coverage,Completed,False,2023-04-17,2232000.0,484500.0,484500.0,3,1.0,1747500.0,False,False,False,False
BK-01178,Event Coverage,Completed,False,2023-04-19,806186.22,621500.0,621500.0,4,1.0,184686.21999999997,False,False,False,False
BK-01179,Wedding Film,Completed,False,2023-04-19,9802000.0,3507000.0,2949000.0,22,3.0,6295000.0,False,False,False,False
BK-01180,Event Coverage,Completed,False,2023-04-19,1800000.0,1334500.0,1321000.0,8,1.0,465500.0,False,False,False,False
BK-01181,Unknown,Completed,False,2023-04-20,2750000.0,612500.0,612500.0,3,1.0,2137500.0,False,False,False,False
BK-01183,Wedding Film,Completed,False,2023-04-21,4042000.0,567000.0,396000.0,6,2.0,3475000.0,False,False,False,False
BK-01185,Short Film,Completed,False,2023-04-21,21414000.0,1411000.0,1121500.0,12,1.0,20003000.0,False,False,False,False
BK-01186,Music Video,Completed,False,2023-04-21,4366000.0,694000.0,607000.0,6,1.0,3672000.0,False,False,False,False
BK-01187,Photoshoot,Postponed,False,2023-04-22,1466000.0,932000.0,532000.0,6,1.0,534000.0,False,False,False,False
BK-01188,Event Coverage,Completed,False,2023-04-22,4163000.0,5682500.0,5110000.0,36,3.0,-1519500.0,True,True,False,False
BK-01189,Photoshoot,Completed,False,2023-04-22,840000.0,1149000.0,867000.0,5,1.0,-309000.0,True,True,False,False
BK-01190,Short Film,In Production,False,2023-04-23,2351447.98,760500.0,760500.0,5,1.0,1590947.98,False,False,False,False
BK-01191,Wedding Film,Completed,False,2023-04-23,6674000.0,1644000.0,1378500.0,19,4.0,5030000.0,False,False,False,False
BK-01192,Wedding Film,Postponed,False,2023-04-23,6317000.0,1979500.0,1739000.0,10,2.0,4337500.0,False,False,False,False
BK-01193,Unknown,Completed,False,2023-04-23,11622000.0,252000.0,252000.0,2,1.0,11370000.0,False,False,False,False
BK-01194,Wedding Film,Postponed,False,2023-04-24,3040000.0,472000.0,257500.0,3,1.0,2568000.0,False,False,False,False
BK-01195,Studio Rental,Postponed,False,2023-04-24,284000.0,267000.0,198500.0,2,1.0,17000.0,False,False,False,False
BK-01196,Photoshoot,Postponed,False,2023-04-25,3142000.0,551000.0,471500.0,5,1.0,2591000.0,False,False,False,False
BK-01197,Music Video,Completed,False,2023-04-25,6923000.0,573500.0,573500.0,4,1.0,6349500.0,False,False,False,False
BK-01198,Wedding Film,Completed,False,2023-04-26,2255000.0,694000.0,694000.0,5,1.0,1561000.0,False,False,False,False
BK-01199,Event Coverage,Completed,False,2023-04-26,3154000.0,685500.0,479000.0,5,1.0,2468500.0,False,False,False,False
BK-01200,Corporate Documentary,Completed,False,2023-04-26,9311000.0,220000.0,220000.0,2,1.0,9091000.0,False,False,False,False
BK-01203,Music Video,Completed,False,2023-04-28,10591550.0,1412000.0,1320500.0,8,2.0,9179550.0,False,False,False,False
BK-01204,Photoshoot,Completed,False,2023-04-28,1170144.89,2641500.0,2261500.0,10,2.0,-1471355.11,True,True,False,False
BK-01205,Music Video,Completed,False,2023-04-28,3848000.0,754500.0,754500.0,4,1.0,3093500.0,False,False,False,False
BK-01206,Event Coverage,In Production,False,2023-04-28,2494800.0,889000.0,828000.0,5,1.0,1605800.0,False,False,False,False
BK-01207,Event Coverage,In Production,False,2023-04-29,1640000.0,1022000.0,667000.0,6,2.0,618000.0,False,False,False,False
BK-01208,Event Coverage,Completed,False,2023-04-29,4693000.0,576000.0,261000.0,4,1.0,4117000.0,False,False,False,False
BK-01209,Studio Rental,Postponed,False,2023-04-29,462000.0,259000.0,174500.0,3,1.0,203000.0,False,False,False,False
BK-01210,Music Video,Completed,False,2023-04-29,17070550.0,944000.0,944000.0,4,1.0,16126550.0,False,False,False,False
BK-01211,Wedding Film,In Production,False,2023-04-29,6223000.0,536500.0,359000.0,3,1.0,5686500.0,False,False,False,False
BK-01212,Music Video,Invoiced,False,2023-04-29,4200121.86,312000.0,312000.0,3,1.0,3888121.8600000003,False,False,False,False
BK-01213,Event Coverage,Completed,False,2023-04-30,4677000.0,316000.0,316000.0,2,1.0,4361000.0,False,False,False,False
BK-01214,Music Video,Completed,False,2023-04-30,8237000.0,492000.0,492000.0,3,1.0,7745000.0,False,False,False,False
BK-01215,Studio Rental,Completed,False,2023-04-30,416000.0,335500.0,335500.0,2,1.0,80500.0,False,False,False,False
BK-01216,Commercial / TVC,Completed,False,2023-04-30,32813000.0,404000.0,404000.0,2,1.0,32409000.0,False,False,False,False
BK-01217,Wedding Film,Completed,False,2023-05-01,2543400.0,399000.0,399000.0,3,1.0,2144400.0,False,False,False,False
BK-01218,Corporate Documentary,Completed,False,2023-05-01,3748619.22,1155000.0,1155000.0,8,1.0,2593619.22,False,False,False,False
BK-01219,Event Coverage,Completed,False,2023-05-02,3088000.0,941000.0,941000.0,6,1.0,2147000.0,False,False,False,False
BK-01220,Photoshoot,In Production,False,2023-05-02,644858.93,601000.0,601000.0,4,1.0,43858.93000000005,False,False,False,False
BK-01221,Music Video,Completed,False,2023-05-03,9785200.0,1744500.0,1744500.0,8,2.0,8040700.0,False,False,False,False
BK-01222,Studio Rental,Postponed,False,2023-05-04,1070000.0,625000.0,625000.0,3,1.0,445000.0,False,False,False,False
BK-01223,Music Video,Completed,False,2023-05-04,8346000.0,1333500.0,974000.0,8,1.0,7012500.0,False,False,False,False
BK-01224,Music Video,Invoiced,False,2023-05-04,14614000.0,1319500.0,1077000.0,10,2.0,13294500.0,False,False,False,False
BK-01225,Wedding Film,Completed,False,2023-05-05,1458684.38,1561000.0,1561000.0,8,1.0,-102315.62000000011,True,True,False,False
BK-01226,Event Coverage,In Production,False,2023-05-05,1229000.0,456000.0,456000.0,3,1.0,773000.0,False,False,False,False
BK-01227,Studio Rental,Completed,False,2023-05-05,1267000.0,1461000.0,1461000.0,7,1.0,-194000.0,True,True,False,False
BK-01228,Photoshoot,Postponed,False,2023-05-06,2725000.0,2292000.0,1943500.0,12,1.0,433000.0,False,False,False,False
BK-01229,Studio Rental,Completed,False,2023-05-06,771000.0,1069000.0,1048000.0,8,2.0,-298000.0,True,True,False,False
BK-01230,Corporate Documentary,Completed,False,2023-05-06,9660000.0,998500.0,873500.0,7,1.0,8661500.0,False,False,False,False
BK-01231,Commercial / TVC,Postponed,False,2023-05-07,15474738.64,896000.0,896000.0,8,1.0,14578738.64,False,False,False,False
BK-01232,Event Coverage,Completed,False,2023-05-08,889000.0,1106000.0,1106000.0,6,1.0,-217000.0,True,True,False,False
BK-01233,Music Video,Completed,False,2023-05-10,5568281.07,300000.0,300000.0,3,1.0,5268281.07,False,False,False,False
BK-01234,Music Video,Completed,False,2023-05-10,6669000.0,685000.0,189000.0,4,1.0,5984000.0,False,False,False,False
BK-01235,Music Video,Invoiced,False,2023-05-10,12092000.0,912000.0,247500.0,3,1.0,11180000.0,False,False,False,False
BK-01236,Corporate Documentary,Completed,False,2023-05-10,14177000.0,1364500.0,1364500.0,10,2.0,12812500.0,False,False,False,False
BK-01237,Wedding Film,In Production,False,2023-05-11,2303000.0,291000.0,291000.0,2,1.0,2012000.0,False,False,False,False
BK-01238,Photoshoot,Postponed,False,2023-05-13,1703860.73,1114000.0,1114000.0,8,2.0,589860.73,False,False,False,False
BK-01239,Wedding Film,Completed,False,2023-05-13,10206800.0,2224500.0,1943500.0,12,3.0,7982300.0,False,False,False,False
BK-01240,Photoshoot,Completed,False,2023-05-13,607670.61,1080500.0,1080500.0,8,2.0,-472829.39,True,True,False,False
BK-01241,Studio Rental,Completed,False,2023-05-14,1149000.0,925000.0,925000.0,4,1.0,224000.0,False,False,False,False
BK-01242,Music Video,In Production,False,2023-05-15,16864000.0,1192000.0,777000.0,8,2.0,15672000.0,False,False,False,False
BK-01243,Photoshoot,Completed,False,2023-05-16,1026648.0,1148500.0,1057000.0,8,1.0,-121852.0,True,True,False,False
