rate_date,from_currency,rate,is_filled,is_corrected
2023-01-27,GBP,581.0398,False,False
2023-01-27,USD,482.8242,False,False
2023-01-28,GBP,581.0398,True,False
2023-01-28,USD,482.8242,True,False
2023-01-29,GBP,581.0398,True,False
2023-01-29,USD,482.8242,True,False
2023-01-30,GBP,578.16,False,False
2023-01-30,USD,495.57,False,False
2023-01-31,GBP,571.94,False,False
2023-01-31,USD,494.9914,False,False
2023-02-01,GBP,571.94,True,False
2023-02-01,USD,494.9914,True,False
2023-02-02,GBP,569.5778,False,False
2023-02-02,USD,501.29,False,False
2023-02-03,GBP,568.59,False,False
2023-02-03,USD,497.74,False,False
2023-02-04,GBP,568.59,True,False
2023-02-04,USD,497.74,True,False
2023-02-05,GBP,568.59,True,False
2023-02-05,USD,497.74,True,False
2023-02-06,GBP,570.72,False,False
2023-02-06,USD,502.61,False,False
2023-02-07,GBP,575.3488,False,False
2023-02-07,USD,504.6664,False,False
2023-02-08,GBP,580.2982,False,False
2023-02-08,USD,501.3375,False,False
2023-02-09,GBP,583.6439,False,False
2023-02-09,USD,496.6261,False,False
2023-02-10,GBP,583.6439,True,False
2023-02-10,USD,496.6261,True,False
2023-02-11,GBP,583.6439,True,False
2023-02-11,USD,496.6261,True,False
2023-02-12,GBP,583.6439,True,False
2023-02-12,USD,496.6261,True,False
2023-02-13,GBP,583.6439,True,False
2023-02-13,USD,496.6261,True,False
2023-02-14,GBP,578.6889,False,False
2023-02-14,USD,493.4583,False,False
2023-02-15,GBP,578.93,False,False
2023-02-15,USD,492.791,False,False
2023-02-16,GBP,579.8479,False,False
2023-02-16,USD,488.8531,False,False
2023-02-17,GBP,586.34,False,False
2023-02-17,USD,492.4222,False,False
2023-02-18,GBP,586.34,True,False
2023-02-18,USD,492.4222,True,False
2023-02-19,GBP,586.34,True,False
2023-02-19,USD,492.4222,True,False
2023-02-20,GBP,584.64,False,False
2023-02-20,USD,501.7619,False,False
2023-02-21,GBP,584.21,False,False
2023-02-21,USD,498.854,False,False
2023-02-22,GBP,584.7108,False,False
2023-02-22,USD,495.2844,False,False
2023-02-23,GBP,587.7181,False,False
2023-02-23,USD,499.1843,False,False
2023-02-24,GBP,581.3645,False,False
2023-02-24,USD,499.0602,False,False
2023-02-25,GBP,581.3645,True,False
2023-02-25,USD,499.0602,True,False
2023-02-26,GBP,581.3645,True,False
2023-02-26,USD,499.0602,True,False
2023-02-27,GBP,581.3645,True,False
2023-02-27,USD,499.0602,True,False
2023-02-28,GBP,602.1188,False,False
2023-02-28,USD,497.1,False,False
2023-03-01,GBP,598.4838,False,False
2023-03-01,USD,499.3499,False,False
2023-03-02,GBP,595.2643,False,False
2023-03-02,USD,504.7217,False,False
2023-03-03,GBP,597.76,False,False
2023-03-03,USD,507.36,False,False
2023-03-04,GBP,597.76,True,False
2023-03-04,USD,507.36,True,False
2023-03-05,GBP,597.76,True,False
2023-03-05,USD,507.36,True,False
2023-03-06,GBP,602.8867,False,False
2023-03-06,USD,516.56,False,False
2023-03-07,GBP,603.2018,False,False
2023-03-07,USD,523.05,False,False
2023-03-08,GBP,593.1082,False,False
2023-03-08,USD,524.5305,False,False
2023-03-09,GBP,597.6643,False,False
2023-03-09,USD,531.2212,False,False
2023-03-10,GBP,593.69,False,False
2023-03-10,USD,530.68,False,False
2023-03-11,GBP,593.69,True,False
2023-03-11,USD,530.68,True,False
2023-03-12,GBP,593.69,True,False
2023-03-12,USD,530.68,True,False
2023-03-13,GBP,596.2213,False,False
2023-03-13,USD,540.2647,False,False
2023-03-14,GBP,595.7369,False,False
2023-03-14,USD,540.16,False,False
2023-03-15,GBP,590.4328,False,False
2023-03-15,USD,537.5746,False,False
2023-03-16,GBP,590.9722,False,False
2023-03-16,USD,542.131,False,False
2023-03-17,GBP,590.7345,False,False
2023-03-17,USD,542.88,False,False
2023-03-18,GBP,590.7345,True,False
2023-03-18,USD,542.88,True,False
2023-03-19,GBP,590.7345,True,False
2023-03-19,USD,542.88,True,False
2023-03-20,GBP,599.5981,False,False
2023-03-20,USD,545.1116,False,False
2023-03-21,GBP,599.5981,True,False
2023-03-21,USD,545.1116,True,False
2023-03-22,GBP,618.91,False,False
2023-03-22,USD,548.0595,False,False
2023-03-23,GBP,614.7746,False,False
2023-03-23,USD,546.3411,False,False
2023-03-24,GBP,614.7746,True,False
2023-03-24,USD,546.3411,True,False
2023-03-25,GBP,614.7746,True,False
2023-03-25,USD,546.3411,True,False
2023-03-26,GBP,614.7746,True,False
2023-03-26,USD,546.3411,True,False
2023-03-27,GBP,625.0229,False,False
2023-03-27,USD,551.52,False,False
2023-03-28,GBP,626.63,False,False
2023-03-28,USD,552.9789,False,False
2023-03-29,GBP,629.4602,False,False
2023-03-29,USD,553.47,False,False
2023-03-30,GBP,628.1126,False,False
2023-03-30,USD,555.5517,False,False
2023-03-31,GBP,624.0338,False,False
2023-03-31,USD,560.65,False,False
2023-04-01,GBP,624.0338,True,False
2023-04-01,USD,560.65,True,False
2023-04-02,GBP,624.0338,True,False
2023-04-02,USD,560.65,True,False
2023-04-03,GBP,626.443,False,False
2023-04-03,USD,563.13,False,False
2023-04-04,GBP,627.35,False,False
2023-04-04,USD,561.69,False,False
2023-04-05,GBP,626.3645,False,False
2023-04-05,USD,561.8908,False,False
2023-04-06,GBP,623.7623,False,False
2023-04-06,USD,556.88,False,False
2023-04-07,GBP,623.7623,True,False
2023-04-07,USD,556.88,True,False
2023-04-08,GBP,623.7623,True,False
2023-04-08,USD,556.88,True,False
2023-04-09,GBP,623.7623,True,False
2023-04-09,USD,556.88,True,False
2023-04-10,GBP,627.89,False,False
2023-04-10,USD,578.5935,False,False
2023-04-11,GBP,627.133,False,False
2023-04-11,USD,579.7333,False,False
2023-04-12,GBP,626.8096,False,False
2023-04-12,USD,579.75,False,False
2023-04-13,GBP,628.62,False,False
2023-04-13,USD,579.17,False,False
2023-04-14,GBP,631.01,False,False
2023-04-14,USD,576.7005,False,False
2023-04-15,GBP,631.01,True,False
2023-04-15,USD,576.7005,True,False
2023-04-16,GBP,631.01,True,False
2023-04-16,USD,576.7005,True,False
2023-04-17,GBP,618.6131,False,False
2023-04-17,USD,572.32,False,False
2023-04-18,GBP,621.28,False,False
2023-04-18,USD,573.3917,False,False
2023-04-19,GBP,623.86,False,False
2023-04-19,USD,575.8473,False,False
2023-04-20,GBP,622.5929,False,False
2023-04-20,USD,581.31,False,False
2023-04-21,GBP,625.3851,False,False
2023-04-21,USD,584.93,False,False
2023-04-22,GBP,625.3851,True,False
2023-04-22,USD,584.93,True,False
2023-04-23,GBP,625.3851,True,False
2023-04-23,USD,584.93,True,False
2023-04-24,GBP,629.78,False,False
2023-04-24,USD,592.4875,False,False
2023-04-25,GBP,631.0877,False,False
2023-04-25,USD,595.2136,False,False
2023-04-26,GBP,635.1,False,False
2023-04-26,USD,596.3863,False,False
2023-04-27,GBP,631.23,False,False
2023-04-27,USD,595.7438,False,False
2023-04-28,GBP,636.3821,False,False
2023-04-28,USD,597.0127,False,False
2023-04-29,GBP,636.3821,True,False
2023-04-29,USD,597.0127,True,False
2023-04-30,GBP,636.3821,True,False
2023-04-30,USD,597.0127,True,False
2023-05-01,GBP,631.9571,False,False
2023-05-01,USD,602.6719,False,False
2023-05-02,GBP,631.9571,True,False
2023-05-02,USD,602.6719,True,False
2023-05-03,GBP,632.05,False,False
2023-05-03,USD,595.57,False,False
2023-05-04,GBP,635.18,False,False
2023-05-04,USD,598.16,False,False
2023-05-05,GBP,634.2106,False,False
2023-05-05,USD,602.0796,False,False
2023-05-06,GBP,634.2106,True,False
2023-05-06,USD,602.0796,True,False
2023-05-07,GBP,634.2106,True,False
2023-05-07,USD,602.0796,True,False
2023-05-08,GBP,641.8297,False,False
2023-05-08,USD,603.7,False,False
2023-05-09,GBP,642.61,False,False
2023-05-09,USD,598.7399,False,False
2023-05-10,GBP,642.61,True,False
2023-05-10,USD,598.7399,True,False
2023-05-11,GBP,645.3712,False,False
2023-05-11,USD,599.9441,False,False
2023-05-12,GBP,645.191,False,False
2023-05-12,USD,595.7555,False,False
2023-05-13,GBP,645.191,True,False
2023-05-13,USD,595.7555,True,False
2023-05-14,GBP,645.191,True,False
2023-05-14,USD,595.7555,True,False
2023-05-15,GBP,651.26,False,False
2023-05-15,USD,597.1049,False,False
2023-05-16,GBP,651.84,False,False
2023-05-16,USD,602.29,False,False
2023-05-17,GBP,647.5152,False,False
2023-05-17,USD,601.87,False,False
2023-05-18,GBP,651.81,False,False
2023-05-18,USD,604.8355,False,False
2023-05-19,GBP,657.86,False,False
2023-05-19,USD,602.98,False,False
2023-05-20,GBP,657.86,True,False
2023-05-20,USD,602.98,True,False
2023-05-21,GBP,657.86,True,False
2023-05-21,USD,602.98,True,False
2023-05-22,GBP,664.5456,False,False
2023-05-22,USD,593.4122,False,False
2023-05-23,GBP,660.29,False,False
2023-05-23,USD,598.6829,False,False
2023-05-24,GBP,660.328,False,False
2023-05-24,USD,598.6713,False,False
2023-05-25,GBP,659.58,False,False
2023-05-25,USD,597.661,False,False
2023-05-26,GBP,658.7369,False,False
2023-05-26,USD,595.9814,False,False
2023-05-27,GBP,658.7369,True,False
2023-05-27,USD,595.9814,True,False
2023-05-28,GBP,658.7369,True,False
2023-05-28,USD,595.9814,True,False
2023-05-29,GBP,649.3842,False,False
2023-05-29,USD,603.4088,False,False
2023-05-30,GBP,649.3842,True,False
2023-05-30,USD,603.4088,True,False
2023-05-31,GBP,653.92,False,False
2023-05-31,USD,600.79,False,False
2023-06-01,GBP,654.5852,False,False
2023-06-01,USD,598.7526,False,False
2023-06-02,GBP,657.4983,False,False
2023-06-02,USD,593.028,False,False
2023-06-03,GBP,657.4983,True,False
2023-06-03,USD,593.028,True,False
2023-06-04,GBP,657.4983,True,False
2023-06-04,USD,593.028,True,False
2023-06-05,GBP,660.23,False,False
2023-06-05,USD,587.08,False,False
2023-06-06,GBP,660.23,True,False
2023-06-06,USD,587.08,True,False
2023-06-07,GBP,668.32,False,False
2023-06-07,USD,599.84,False,False
2023-06-08,GBP,673.53,False,False
2023-06-08,USD,600.29,False,False
2023-06-09,GBP,674.34,False,False
2023-06-09,USD,599.58,False,False
2023-06-10,GBP,674.34,True,False
2023-06-10,USD,599.58,True,False
2023-06-11,GBP,674.34,True,False
2023-06-11,USD,599.58,True,False
2023-06-12,GBP,673.4357,False,False
2023-06-12,USD,606.9985,False,False
2023-06-13,GBP,677.01,False,False
2023-06-13,USD,612.39,False,False
2023-06-14,GBP,1096.76,False,False
2023-06-14,USD,992.0763,False,False
2023-06-15,GBP,1105.8507,False,False
2023-06-15,USD,995.52,False,False
2023-06-16,GBP,1099.1548,False,False
2023-06-16,USD,1001.66,False,False
2023-06-17,GBP,1099.1548,True,False
2023-06-17,USD,1001.66,True,False
2023-06-18,GBP,1099.1548,True,False
2023-06-18,USD,1001.66,True,False
2023-06-19,GBP,1116.3479,False,False
2023-06-19,USD,1011.5719,False,False
2023-06-20,GBP,1120.57,False,False
2023-06-20,USD,1011.1323,False,False
2023-06-21,GBP,1127.93,False,False
2023-06-21,USD,1006.4016,False,False
2023-06-22,GBP,1138.4076,False,False
2023-06-22,USD,1022.935,False,False
2023-06-23,GBP,1152.3105,False,False
2023-06-23,USD,1027.9127,False,False
2023-06-24,GBP,1152.3105,True,False
2023-06-24,USD,1027.9127,True,False
2023-06-25,GBP,1152.3105,True,False
2023-06-25,USD,1027.9127,True,False
2023-06-26,GBP,1151.74,False,False
2023-06-26,USD,1017.0109,False,False
2023-06-27,GBP,1155.1198,False,False
2023-06-27,USD,1014.7853,False,False
2023-06-28,GBP,1141.92,False,False
2023-06-28,USD,1015.81,False,False
2023-06-29,GBP,1154.99,False,False
2023-06-29,USD,1019.48,False,False
2023-06-30,GBP,1166.48,False,False
2023-06-30,USD,1028.8,False,False
2023-07-01,GBP,1166.48,True,False
2023-07-01,USD,1028.8,True,False
2023-07-02,GBP,1166.48,True,False
2023-07-02,USD,1028.8,True,False
2023-07-03,GBP,1177.69,False,False
2023-07-03,USD,1024.13,False,False
2023-07-04,GBP,1184.14,False,False
2023-07-04,USD,1021.9038,False,False
2023-07-05,GBP,1197.35,False,False
2023-07-05,USD,1022.64,False,False
2023-07-06,GBP,1192.0172,False,False
2023-07-06,USD,1029.3294,False,False
2023-07-07,GBP,1192.0172,True,False
2023-07-07,USD,1029.3294,True,False
2023-07-08,GBP,1192.0172,True,False
2023-07-08,USD,1029.3294,True,False
2023-07-09,GBP,1192.0172,True,False
2023-07-09,USD,1029.3294,True,False
2023-07-10,GBP,1207.83,False,False
2023-07-10,USD,1042.9115,False,False
2023-07-11,GBP,1205.5125,False,False
2023-07-11,USD,1046.1964,False,False
2023-07-12,GBP,1217.64,False,False
2023-07-12,USD,1038.6194,False,False
2023-07-13,GBP,1219.7961,False,False
2023-07-13,USD,1043.0452,False,False
2023-07-14,GBP,1221.9043,False,False
2023-07-14,USD,1049.927,False,False
2023-07-15,GBP,1221.9043,True,False
2023-07-15,USD,1049.927,True,False
2023-07-16,GBP,1221.9043,True,False
2023-07-16,USD,1049.927,True,False
2023-07-17,GBP,1234.914,False,False
2023-07-17,USD,1059.056,False,False
2023-07-18,GBP,1238.54,False,False
2023-07-18,USD,1064.69,False,False
2023-07-19,GBP,1244.4665,False,False
2023-07-19,USD,1072.4991,False,False
2023-07-20,GBP,1246.91,False,False
2023-07-20,USD,1077.3359,False,False
2023-07-21,GBP,1253.04,False,False
2023-07-21,USD,1078.84,False,False
2023-07-22,GBP,1253.04,True,False
2023-07-22,USD,1078.84,True,False
2023-07-23,GBP,1253.04,True,False
2023-07-23,USD,1078.84,True,False
2023-07-24,GBP,1262.5,False,False
2023-07-24,USD,1100.9,False,False
2023-07-25,GBP,1253.97,False,False
2023-07-25,USD,1114.36,False,False
2023-07-26,GBP,1258.8621,False,False
2023-07-26,USD,1118.5436,False,False
2023-07-27,GBP,1273.1081,False,False
2023-07-27,USD,1115.4079,False,False
2023-07-28,GBP,1282.31,False,False
2023-07-28,USD,1106.4135,False,False
2023-07-29,GBP,1282.31,True,False
2023-07-29,USD,1106.4135,True,False
2023-07-30,GBP,1282.31,True,False
2023-07-30,USD,1106.4135,True,False
2023-07-31,GBP,1281.5332,False,False
2023-07-31,USD,1108.68,False,False
2023-08-01,GBP,1272.4506,False,False
2023-08-01,USD,1100.6122,False,False
2023-08-02,GBP,1287.4215,False,False
2023-08-02,USD,1106.1248,False,False
2023-08-03,GBP,1290.2101,False,False
2023-08-03,USD,1100.3961,False,False
2023-08-04,GBP,1290.2101,True,False
2023-08-04,USD,1100.3961,True,False
2023-08-05,GBP,1290.2101,True,False
2023-08-05,USD,1100.3961,True,False
2023-08-06,GBP,1290.2101,True,False
2023-08-06,USD,1100.3961,True,False
2023-08-07,GBP,1287.6325,False,False
2023-08-07,USD,1119.09,False,False
2023-08-08,GBP,1291.7442,False,False
2023-08-08,USD,1138.41,False,False
2023-08-09,GBP,1294.3561,False,False
2023-08-09,USD,1145.4515,False,False
2023-08-10,GBP,1301.7,False,False
2023-08-10,USD,1144.34,False,False
2023-08-11,GBP,1306.59,False,False
2023-08-11,USD,1149.42,False,False
2023-08-12,GBP,1306.59,True,False
2023-08-12,USD,1149.42,True,False
2023-08-13,GBP,1306.59,True,False
2023-08-13,USD,1149.42,True,False
2023-08-14,GBP,1306.59,True,False
2023-08-14,USD,1149.42,True,False
2023-08-15,GBP,1329.2805,False,False
2023-08-15,USD,1159.9493,False,False
2023-08-16,GBP,1337.5606,False,False
2023-08-16,USD,1168.3598,False,False
2023-08-17,GBP,1349.7262,False,False
2023-08-17,USD,1167.9501,False,False
2023-08-18,GBP,1335.35,False,False
2023-08-18,USD,1167.12,False,False
2023-08-19,GBP,1335.35,True,False
2023-08-19,USD,1167.12,True,False
2023-08-20,GBP,1335.35,True,False
2023-08-20,USD,1167.12,True,False
2023-08-21,GBP,1340.62,False,False
2023-08-21,USD,1168.2334,False,False
2023-08-22,GBP,1347.4,False,False
2023-08-22,USD,1168.2706,False,False
2023-08-23,GBP,1335.5438,False,False
2023-08-23,USD,1167.6752,False,False
2023-08-24,GBP,1334.3527,False,False
2023-08-24,USD,1161.9959,False,False
2023-08-25,GBP,1334.3527,True,False
2023-08-25,USD,1161.9959,True,False
2023-08-26,GBP,1334.3527,True,False
2023-08-26,USD,1161.9959,True,False
2023-08-27,GBP,1334.3527,True,False
2023-08-27,USD,1161.9959,True,False
2023-08-28,GBP,1361.36,False,False
2023-08-28,USD,1166.43,False,False
2023-08-29,GBP,1354.9389,False,False
2023-08-29,USD,1164.89,False,False
2023-08-30,GBP,1352.34,False,False
2023-08-30,USD,1165.1314,False,False
2023-08-31,GBP,1360.4664,False,False
2023-08-31,USD,1172.981,False,False
2023-09-01,GBP,1372.8041,False,False
2023-09-01,USD,1155.6664,False,False
2023-09-02,GBP,1372.8041,True,False
2023-09-02,USD,1155.6664,True,False
2023-09-03,GBP,1372.8041,True,False
2023-09-03,USD,1155.6664,True,False
2023-09-04,GBP,1352.9419,False,False
2023-09-04,USD,1125.086,False,False
2023-09-05,GBP,1364.07,False,False
2023-09-05,USD,1133.0607,False,False
2023-09-06,GBP,1354.9099,False,False
2023-09-06,USD,1129.227,False,False
2023-09-07,GBP,1369.21,False,False
2023-09-07,USD,1130.2453,False,False
2023-09-08,GBP,1364.92,False,False
2023-09-08,USD,1127.1072,False,False
2023-09-09,GBP,1364.92,True,False
2023-09-09,USD,1127.1072,True,False
2023-09-10,GBP,1364.92,True,False
2023-09-10,USD,1127.1072,True,False
2023-09-11,GBP,1374.2675,False,False
2023-09-11,USD,1138.2031,False,False
2023-09-12,GBP,1366.7688,False,False
2023-09-12,USD,1140.43,False,False
2023-09-13,GBP,1358.57,False,False
2023-09-13,USD,1137.6678,False,False
2023-09-14,GBP,1362.8,False,False
2023-09-14,USD,1144.8617,False,False
2023-09-15,GBP,1359.93,False,False
2023-09-15,USD,1158.0881,False,False
2023-09-16,GBP,1359.93,True,False
2023-09-16,USD,1158.0881,True,False
2023-09-17,GBP,1359.93,True,False
2023-09-17,USD,1158.0881,True,False
2023-09-18,GBP,1365.0249,False,False
2023-09-18,USD,1158.9539,False,False
2023-09-19,GBP,1357.112,False,False
2023-09-19,USD,1167.4971,False,False
2023-09-20,GBP,1362.813,False,False
2023-09-20,USD,1167.7699,False,False
2023-09-21,GBP,1374.678,False,True
2023-09-21,USD,1176.939,False,False
2023-09-22,GBP,1364.2354,False,False
2023-09-22,USD,1194.2914,False,False
2023-09-23,GBP,1364.2354,True,False
2023-09-23,USD,1194.2914,True,False
2023-09-24,GBP,1364.2354,True,False
2023-09-24,USD,1194.2914,True,False
2023-09-25,GBP,1356.8376,False,False
2023-09-25,USD,1203.2,False,False
2023-09-26,GBP,1360.0769,False,False
2023-09-26,USD,1194.868,False,False
2023-09-27,GBP,1352.7652,False,False
2023-09-27,USD,1190.52,False,False
2023-09-28,GBP,1348.9975,False,False
2023-09-28,USD,1188.61,False,False
2023-09-29,GBP,1359.6338,False,False
2023-09-29,USD,1185.676,False,False
2023-09-30,GBP,1359.6338,True,False
2023-09-30,USD,1185.676,True,False
2023-10-01,GBP,1359.6338,True,False
2023-10-01,USD,1185.676,True,False
2023-10-02,GBP,1371.6806,False,False
2023-10-02,USD,1193.0646,False,False
2023-10-03,GBP,1359.7511,False,False
2023-10-03,USD,1196.84,False,False
2023-10-04,GBP,1359.7511,True,False
2023-10-04,USD,1196.84,True,False
2023-10-05,GBP,1379.78,False,False
2023-10-05,USD,1178.5457,False,False
2023-10-06,GBP,1377.47,False,False
2023-10-06,USD,1185.3323,False,False
2023-10-07,GBP,1377.47,True,False
2023-10-07,USD,1185.3323,True,False
2023-10-08,GBP,1377.47,True,False
2023-10-08,USD,1185.3323,True,False
2023-10-09,GBP,1384.4992,False,False
2023-10-09,USD,1183.0676,False,False
2023-10-10,GBP,1392.0057,False,False
2023-10-10,USD,1183.2807,False,False
2023-10-11,GBP,1400.3687,False,False
2023-10-11,USD,1186.7866,False,False
2023-10-12,GBP,1407.76,False,False
2023-10-12,USD,1189.642,False,False
2023-10-13,GBP,1405.35,False,False
2023-10-13,USD,1201.65,False,False
2023-10-14,GBP,1405.35,True,False
2023-10-14,USD,1201.65,True,False
2023-10-15,GBP,1405.35,True,False
2023-10-15,USD,1201.65,True,False
2023-10-16,GBP,1400.6466,False,False
2023-10-16,USD,1224.8913,False,False
2023-10-17,GBP,1388.74,False,False
2023-10-17,USD,1231.99,False,False
2023-10-18,GBP,1394.0329,False,False
2023-10-18,USD,1240.3113,False,False
2023-10-19,GBP,1394.4721,False,False
2023-10-19,USD,1243.56,False,False
2023-10-20,GBP,1406.39,False,False
2023-10-20,USD,1239.6,False,False
2023-10-21,GBP,1406.39,True,False
2023-10-21,USD,1239.6,True,False
2023-10-22,GBP,1406.39,True,False
2023-10-22,USD,1239.6,True,False
2023-10-23,GBP,1411.4206,False,False
2023-10-23,USD,1240.15,False,False
2023-10-24,GBP,1424.8247,False,False
2023-10-24,USD,1237.47,False,False
2023-10-25,GBP,1418.85,False,False
2023-10-25,USD,1251.57,False,False
2023-10-26,GBP,1424.03,False,False
2023-10-26,USD,1250.4691,False,False
2023-10-27,GBP,1436.3681,False,False
2023-10-27,USD,1248.9477,False,False
2023-10-28,GBP,1436.3681,True,False
2023-10-28,USD,1248.9477,True,False
2023-10-29,GBP,1436.3681,True,False
2023-10-29,USD,1248.9477,True,False
2023-10-30,GBP,1458.7481,False,False
2023-10-30,USD,1245.58,False,False
2023-10-31,GBP,1456.3951,False,False
2023-10-31,USD,1253.4915,False,False
2023-11-01,GBP,1450.8069,False,False
2023-11-01,USD,1257.9343,False,False
2023-11-02,GBP,1454.5765,False,False
2023-11-02,USD,1244.6638,False,False
2023-11-03,GBP,1460.19,False,False
2023-11-03,USD,1237.4089,False,False
2023-11-04,GBP,1460.19,True,False
2023-11-04,USD,1237.4089,True,False
2023-11-05,GBP,1460.19,True,False
2023-11-05,USD,1237.4089,True,False
2023-11-06,GBP,1461.6965,False,False
2023-11-06,USD,1260.1134,False,False
2023-11-07,GBP,1454.9259,False,False
2023-11-07,USD,1256.2823,False,False
2023-11-08,GBP,1446.8,False,False
2023-11-08,USD,1258.4419,False,False
2023-11-09,GBP,1466.9253,False,False
2023-11-09,USD,1256.2553,False,False
2023-11-10,GBP,1471.19,False,False
2023-11-10,USD,1251.8368,False,False
2023-11-11,GBP,1471.19,True,False
2023-11-11,USD,1251.8368,True,False
2023-11-12,GBP,1471.19,True,False
2023-11-12,USD,1251.8368,True,False
2023-11-13,GBP,1470.55,False,False
2023-11-13,USD,1263.1594,False,False
2023-11-14,GBP,1482.04,False,False
2023-11-14,USD,1270.004,False,False
2023-11-15,GBP,1483.6577,False,False
2023-11-15,USD,1268.6506,False,False
2023-11-16,GBP,1485.6216,False,False
2023-11-16,USD,1269.6387,False,False
2023-11-17,GBP,1495.09,False,False
2023-11-17,USD,1275.7322,False,False
2023-11-18,GBP,1495.09,True,False
2023-11-18,USD,1275.7322,True,False
2023-11-19,GBP,1495.09,True,False
2023-11-19,USD,1275.7322,True,False
2023-11-20,GBP,1490.4553,False,False
2023-11-20,USD,1272.1329,False,False
2023-11-21,GBP,1502.38,False,False
2023-11-21,USD,1272.9546,False,False
2023-11-22,GBP,1499.9681,False,False
2023-11-22,USD,1277.9154,False,False
2023-11-23,GBP,1509.9353,False,False
2023-11-23,USD,1276.83,False,False
2023-11-24,GBP,1500.9263,False,False
2023-11-24,USD,1277.45,False,False
2023-11-25,GBP,1500.9263,True,False
2023-11-25,USD,1277.45,True,False
2023-11-26,GBP,1500.9263,True,False
2023-11-26,USD,1277.45,True,False
2023-11-27,GBP,1481.35,False,False
2023-11-27,USD,1268.654,False,False
2023-11-28,GBP,1466.7761,False,False
2023-11-28,USD,1278.6828,False,False
2023-11-29,GBP,1477.8312,False,False
2023-11-29,USD,1300.41,False,False
2023-11-30,GBP,1468.2698,False,False
2023-11-30,USD,1298.3552,False,False
2023-12-01,GBP,1472.01,False,False
2023-12-01,USD,1313.9064,False,False
2023-12-02,GBP,1472.01,True,False
2023-12-02,USD,1313.9064,True,False
2023-12-03,GBP,1472.01,True,False
2023-12-03,USD,1313.9064,True,False
2023-12-04,GBP,1479.1881,False,False
2023-12-04,USD,1296.74,False,False
2023-12-05,GBP,1487.8168,False,False
2023-12-05,USD,1293.72,False,False
2023-12-06,GBP,1487.09,False,False
2023-12-06,USD,1301.64,False,False
2023-12-07,GBP,1483.8916,False,False
2023-12-07,USD,1306.31,False,False
2023-12-08,GBP,1479.0015,False,False
2023-12-08,USD,1307.2426,False,False
2023-12-09,GBP,1479.0015,True,False
2023-12-09,USD,1307.2426,True,False
2023-12-10,GBP,1479.0015,True,False
2023-12-10,USD,1307.2426,True,False
2023-12-11,GBP,1487.881,False,False
2023-12-11,USD,1309.5,False,False
2023-12-12,GBP,1487.881,True,False
2023-12-12,USD,1309.5,True,False
2023-12-13,GBP,1479.6225,False,False
2023-12-13,USD,1327.2488,False,False
2023-12-14,GBP,1491.2091,False,False
2023-12-14,USD,1342.1982,False,False
2023-12-15,GBP,1510.09,False,False
2023-12-15,USD,1343.24,False,False
2023-12-16,GBP,1510.09,True,False
2023-12-16,USD,1343.24,True,False
2023-12-17,GBP,1510.09,True,False
2023-12-17,USD,1343.24,True,False
2023-12-18,GBP,1514.53,False,False
2023-12-18,USD,1345.36,False,False
2023-12-19,GBP,1506.4677,False,False
2023-12-19,USD,1343.9539,False,False
2023-12-20,GBP,1505.2593,False,False
2023-12-20,USD,1336.5043,False,False
2023-12-21,GBP,1507.5658,False,False
2023-12-21,USD,1352.7417,False,False
2023-12-22,GBP,1525.5104,False,False
