spend_date,channel,campaign,impressions,clicks,currency,spend_ngn,dq_flags
2023-02-02,Influencer,brand_always_on,80416,2150,NGN,428215.16,No issues
2023-02-02,Meta Ads,retarget_q4,79382,872,NGN,167466.9,No issues
2023-02-02,YouTube Pre-roll,retarget_q4,84198,736,NGN,286340.67,No issues
2023-02-03,Email / CRM,showreel_push,69958,2274,NGN,810930.6,No issues
2023-02-03,Google Ads,always_on,83546,872,NGN,265171.83,No issues
2023-02-03,Influencer,retarget_q4,6788,33,NGN,2134.65,No issues
2023-02-03,Meta Ads,harmattan_drop,53378,1335,NGN,387409.18,No issues
2023-02-03,TikTok Ads,retarget_q4,34291,729,NGN,240089.85,No issues
2023-02-03,YouTube Pre-roll,wedding_season_23,12224,99,NGN,17909.3,No issues
2023-02-04,Email / CRM,lagos_nights_launch,75755,1383,NGN,383338.69,No issues
2023-02-04,Google Ads,wedding_season_23,65661,2064,NGN,747358.17,No issues
2023-02-04,Meta Ads,harmattan_drop,55942,1100,NGN,185137.88,No issues
2023-02-04,YouTube Pre-roll,harmattan_drop,83736,1475,NGN,169839.88,No issues
2023-02-05,Google Ads,wedding_season_23,77424,2696,NGN,977943.87,No issues
2023-02-05,TikTok Ads,retarget_q4,35548,1119,NGN,391383.08,No issues
2023-02-05,YouTube Pre-roll,retarget_q4,5921,92,NGN,24627.36,No issues
2023-02-06,Email / CRM,brand_always_on,39338,365,NGN,139694.44,No issues
2023-02-06,Google Ads,harmattan_drop,62322,1110,NGN,327660.96,No issues
2023-02-06,Influencer,retarget_q4,44562,495,NGN,61527.47,No issues
2023-02-06,Meta Ads,brand_always_on,70236,2354,NGN,166671.96,No issues
2023-02-07,Google Ads,harmattan_drop,22021,104,NGN,16512.47,No issues
2023-02-07,Influencer,retarget_q4,13462,314,NGN,73855.43,No issues
2023-02-07,TikTok Ads,harmattan_drop,67210,1608,NGN,516533.57,No issues
2023-02-07,YouTube Pre-roll,harmattan_drop,65457,1728,NGN,704450.58,No issues
2023-02-08,Email / CRM,wedding_season_24,55021,992,NGN,105596.64,No issues
2023-02-08,Influencer,wedding_season_24,12538,238,NGN,26289.79,No issues
2023-02-08,Meta Ads,showreel_push,63861,1395,NGN,499100.3,No issues
2023-02-08,TikTok Ads,harmattan_drop,13654,406,NGN,106137.31,No issues
2023-02-09,Email / CRM,black_friday,71335,1750,NGN,574935.22,No issues
2023-02-09,Google Ads,showreel_push,60827,1335,NGN,317837.23,No issues
2023-02-09,Influencer,blackfriday24,4945,38,NGN,12943.55,No issues
2023-02-09,Meta Ads,harmattan_drop,86484,2110,NGN,194952.08,No issues
2023-02-09,TikTok Ads,harmattan_drop,51994,907,NGN,137422.61,No issues
2023-02-09,YouTube Pre-roll,black_friday,63871,941,NGN,393978.12,No issues
2023-02-10,Google Ads,black_friday,66408,1579,NGN,179513.21,No issues
2023-02-10,Influencer,retarget_q4,69121,388,NGN,36742.46,No issues
2023-02-10,Meta Ads,always_on,40162,978,NGN,373953.13,No issues
2023-02-10,TikTok Ads,showreel_push,11837,404,NGN,37287.91,No issues
2023-02-11,Email / CRM,blackfriday24,3806,127,NGN,50424.07,No issues
2023-02-11,Google Ads,retarget_q4,10584,226,NGN,69714.51,No issues
2023-02-11,Influencer,wedding_season_24,55938,1074,NGN,397558.01,No issues
2023-02-11,Meta Ads,showreel_push,55326,556,NGN,174048.92,No issues
2023-02-11,TikTok Ads,retarget_q4,19624,434,NGN,168337.34,No issues
2023-02-11,YouTube Pre-roll,harmattan_drop,17235,89,NGN,22278.62,No issues
2023-02-12,Google Ads,wedding_season_23,14787,397,NGN,102063.29,No issues
2023-02-12,Meta Ads,harmattan_drop,80522,1310,NGN,253016.02,No issues
2023-02-12,YouTube Pre-roll,harmattan_drop,11302,142,NGN,26369.65,No issues
2023-02-13,Email / CRM,retarget_q4,73391,954,NGN,174781.21,No issues
2023-02-13,Google Ads,brand_always_on,9143,47,NGN,15831.65,No issues
2023-02-13,Meta Ads,retarget_q4,4364,123,NGN,16341.12,No issues
2023-02-13,TikTok Ads,retarget_q4,31637,445,NGN,122164.46,No issues
2023-02-13,YouTube Pre-roll,harmattan_drop,66472,1585,NGN,148992.32,No issues
2023-02-14,Email / CRM,black_friday,72005,1077,NGN,351206.41,No issues
2023-02-14,Google Ads,wedding_season_24,30371,753,NGN,228456.04,No issues
2023-02-14,Meta Ads,harmattan_drop,11927,304,NGN,122149.87,No issues
2023-02-14,TikTok Ads,wedding_season_24,26127,421,NGN,80172.1,No issues
2023-02-14,YouTube Pre-roll,harmattan_drop,53986,1712,NGN,696098.73,No issues
2023-02-15,Email / CRM,showreel_push,67337,874,NGN,261747.62,No issues
2023-02-15,Influencer,retarget_q4,20356,513,NGN,153609.14,No issues
2023-02-15,TikTok Ads,black_friday,56120,235,NGN,84233.24,No issues
2023-02-15,YouTube Pre-roll,lagos_nights_launch,8025,94,NGN,18646.86,No issues
2023-02-16,Email / CRM,retarget_q4,19993,485,NGN,38391.24,No issues
2023-02-16,Google Ads,harmattan_drop,8593,231,NGN,51043.55,No issues
2023-02-16,Influencer,harmattan_drop,14188,301,NGN,70553.16,No issues
2023-02-16,Meta Ads,lagos_nights_launch,88094,1842,NGN,588454.08,No issues
2023-02-16,TikTok Ads,blackfriday24,53027,1609,NGN,122617.73,No issues
2023-02-16,YouTube Pre-roll,blackfriday24,75257,1036,NGN,124443.55,No issues
2023-02-17,Google Ads,showreel_push,39654,725,NGN,294861.67,No issues
2023-02-17,Influencer,showreel_push,75199,451,NGN,72044.78,No issues
2023-02-17,Meta Ads,lagos_nights_launch,47424,895,NGN,326143.3,No issues
2023-02-17,TikTok Ads,harmattan_drop,31209,139,NGN,53881.17,No issues
2023-02-17,YouTube Pre-roll,lagos_nights_launch,87133,1496,NGN,627598.63,No issues
2023-02-18,Google Ads,wedding_season_23,88233,2570,NGN,621040.39,No issues
2023-02-18,Influencer,always_on,45251,1381,NGN,488275.19,No issues
2023-02-18,Meta Ads,showreel_push,51830,1594,NGN,299719.96,No issues
2023-02-18,TikTok Ads,brand_always_on,58119,1632,NGN,376044.0,No issues
2023-02-18,YouTube Pre-roll,wedding_season_23,21405,142,NGN,19539.28,No issues
2023-02-19,Email / CRM,brand_always_on,13886,376,NGN,107669.21,No issues
2023-02-19,Google Ads,harmattan_drop,85437,687,NGN,50079.61,No issues
2023-02-19,Influencer,retarget_q4,38298,210,NGN,31487.1,No issues
2023-02-19,Meta Ads,harmattan_drop,6094,194,NGN,75837.69,No issues
2023-02-19,YouTube Pre-roll,retarget_q4,20020,191,NGN,65127.29,No issues
2023-02-20,Email / CRM,brand_always_on,24344,431,NGN,165863.78,No issues
2023-02-20,Google Ads,blackfriday24,8615,300,NGN,103380.32,No issues
2023-02-20,Meta Ads,harmattan_drop,48006,978,NGN,79721.15,No issues
2023-02-20,TikTok Ads,blackfriday24,71714,1648,NGN,129340.08,No issues
2023-02-20,YouTube Pre-roll,always_on,3917,133,NGN,23158.64,No issues
2023-02-21,Influencer,harmattan_drop,57082,1850,NGN,133581.91,No issues
2023-02-21,TikTok Ads,harmattan_drop,72701,1342,NGN,122250.01,No issues
2023-02-22,Google Ads,showreel_push,15534,497,NGN,116012.39,No issues
2023-02-22,Meta Ads,brand_always_on,59763,575,NGN,219809.43,No issues
2023-02-22,TikTok Ads,black_friday,84735,649,NGN,224657.09,No issues
2023-02-22,YouTube Pre-roll,blackfriday24,31002,897,NGN,249129.11,No issues
2023-02-23,Google Ads,always_on,38396,1298,NGN,295678.38,No issues
2023-02-23,Influencer,lagos_nights_launch,82178,2499,NGN,360588.06,No issues
2023-02-23,Meta Ads,harmattan_drop,24007,644,NGN,49353.92,No issues
2023-02-23,TikTok Ads,blackfriday24,18166,619,NGN,234709.39,No issues
2023-02-24,Email / CRM,harmattan_drop,33965,461,NGN,89953.15,No issues
2023-02-24,Influencer,black_friday,63574,1095,NGN,121957.26,No issues
2023-02-24,YouTube Pre-roll,wedding_season_24,62560,960,NGN,343682.09,No issues
2023-02-25,Google Ads,always_on,40854,1106,NGN,395660.08,No issues
2023-02-25,Meta Ads,retarget_q4,13927,82,NGN,28509.77,No issues
2023-02-25,YouTube Pre-roll,harmattan_drop,4131,141,NGN,28889.38,No issues
2023-02-26,Email / CRM,harmattan_drop,32246,768,NGN,198063.06,No issues
2023-02-26,Influencer,always_on,43312,1211,NGN,295796.97,No issues
2023-02-26,Meta Ads,blackfriday24,34710,809,NGN,91391.29,No issues
2023-02-26,TikTok Ads,harmattan_drop,20686,105,NGN,9297.3,No issues
2023-02-27,Influencer,harmattan_drop,75453,1744,NGN,117316.77,No issues
2023-02-27,Meta Ads,harmattan_drop,71507,2439,NGN,468472.51,No issues
2023-02-27,TikTok Ads,brand_always_on,89998,1987,NGN,215944.01,No issues
2023-02-27,YouTube Pre-roll,retarget_q4,16964,99,NGN,40956.65,No issues
2023-02-28,Email / CRM,harmattan_drop,20575,591,NGN,93470.37,No issues
2023-02-28,Influencer,harmattan_drop,29362,235,NGN,97664.95,No issues
2023-02-28,TikTok Ads,brand_always_on,68492,1713,NGN,662679.31,No issues
2023-02-28,YouTube Pre-roll,black_friday,57371,1169,NGN,106620.67,No issues
2023-03-01,Meta Ads,black_friday,4063,27,NGN,11174.81,No issues
2023-03-01,TikTok Ads,black_friday,7802,80,NGN,7275.23,No issues
2023-03-02,Meta Ads,blackfriday24,31291,685,NGN,240193.95,No issues
2023-03-02,TikTok Ads,wedding_season_24,75321,480,NGN,64650.51,No issues
2023-03-03,Influencer,showreel_push,69590,363,NGN,78306.78,No issues
2023-03-03,Meta Ads,showreel_push,64863,2216,NGN,521854.91,No issues
2023-03-03,YouTube Pre-roll,brand_always_on,61772,715,NGN,176485.97,No issues
2023-03-04,Email / CRM,always_on,67023,857,NGN,224615.03,No issues
2023-03-04,Influencer,harmattan_drop,24116,761,NGN,126337.54,No issues
2023-03-04,Meta Ads,blackfriday24,18663,222,NGN,66111.79,No issues
2023-03-04,TikTok Ads,harmattan_drop,40408,1091,NGN,379384.78,No issues
2023-03-04,YouTube Pre-roll,wedding_season_23,72035,1595,NGN,378945.22,No issues
2023-03-05,Influencer,harmattan_drop,74391,577,NGN,84408.31,No issues
2023-03-05,Meta Ads,wedding_season_24,18384,446,NGN,30825.89,No issues
2023-03-05,YouTube Pre-roll,wedding_season_23,64887,1206,NGN,256723.38,No issues
2023-03-06,Email / CRM,wedding_season_23,22493,263,NGN,90662.81,No issues
2023-03-06,Google Ads,harmattan_drop,63750,1511,NGN,184779.71,No issues
2023-03-06,Influencer,harmattan_drop,45185,995,NGN,220935.67,No issues
2023-03-06,Meta Ads,retarget_q4,89409,2128,NGN,484519.25,No issues
2023-03-06,YouTube Pre-roll,wedding_season_23,68912,1310,NGN,487713.32,No issues
2023-03-07,Email / CRM,showreel_push,86248,2874,NGN,224307.91,No issues
2023-03-07,Google Ads,blackfriday24,78671,319,NGN,127837.69,No issues
2023-03-07,TikTok Ads,brand_always_on,5285,71,NGN,16537.6,No issues
2023-03-07,YouTube Pre-roll,harmattan_drop,53678,1604,NGN,232295.46,No issues
2023-03-08,Email / CRM,always_on,25234,687,NGN,164851.85,No issues
2023-03-08,Meta Ads,retarget_q4,57620,524,NGN,59989.04,No issues
2023-03-08,TikTok Ads,showreel_push,16484,171,NGN,10465.69,No issues
2023-03-09,Email / CRM,harmattan_drop,45517,1401,NGN,221513.65,No issues
2023-03-09,Influencer,wedding_season_24,50412,936,NGN,334492.06,No issues
2023-03-09,Meta Ads,retarget_q4,81161,1617,NGN,344759.41,No issues
2023-03-09,TikTok Ads,wedding_season_23,48791,1643,NGN,185239.07,No issues
2023-03-10,Email / CRM,harmattan_drop,79862,1677,NGN,498678.63,No issues
2023-03-10,Google Ads,wedding_season_23,38371,928,NGN,149212.01,No issues
2023-03-10,Influencer,harmattan_drop,46862,1013,NGN,318039.98,No issues
2023-03-10,Meta Ads,retarget_q4,17133,200,NGN,47350.99,No issues
2023-03-10,TikTok Ads,always_on,72622,349,NGN,112932.4,No issues
2023-03-11,Influencer,showreel_push,13197,396,NGN,141550.28,No issues
2023-03-11,Meta Ads,retarget_q4,86200,1276,NGN,378742.12,No issues
2023-03-11,TikTok Ads,retarget_q4,8503,181,NGN,42304.71,No issues
2023-03-11,YouTube Pre-roll,harmattan_drop,87063,396,NGN,108532.53,No issues
2023-03-12,Google Ads,harmattan_drop,40162,1012,NGN,361476.24,No issues
2023-03-12,Meta Ads,always_on,75837,1698,NGN,655144.18,No issues
2023-03-12,TikTok Ads,blackfriday24,66363,1570,NGN,545071.05,No issues
2023-03-12,YouTube Pre-roll,harmattan_drop,36480,508,NGN,51940.18,No issues
2023-03-13,Google Ads,harmattan_drop,21415,567,NGN,109586.24,No issues
2023-03-13,Meta Ads,lagos_nights_launch,29361,317,NGN,21514.87,No issues
2023-03-13,TikTok Ads,always_on,26614,781,NGN,287866.4,No issues
2023-03-13,YouTube Pre-roll,retarget_q4,8059,160,NGN,65513.35,No issues
2023-03-14,Email / CRM,showreel_push,60625,1911,NGN,592104.7,No issues
2023-03-14,Influencer,showreel_push,33731,774,NGN,290925.68,No issues
2023-03-14,Meta Ads,always_on,42433,298,NGN,38141.93,No issues
2023-03-14,TikTok Ads,blackfriday24,18556,439,NGN,32515.64,No issues
2023-03-15,Email / CRM,brand_always_on,49808,642,NGN,193420.26,No issues
2023-03-15,Google Ads,blackfriday24,4856,89,NGN,36231.96,No issues
2023-03-15,Influencer,blackfriday24,62629,363,NGN,66297.29,No issues
2023-03-15,Meta Ads,retarget_q4,54835,672,NGN,197781.44,No issues
2023-03-15,YouTube Pre-roll,harmattan_drop,45852,814,NGN,314128.79,No issues
2023-03-16,Influencer,harmattan_drop,16650,407,NGN,110667.78,No issues
2023-03-16,Meta Ads,harmattan_drop,39884,1181,NGN,338938.77,No issues
2023-03-16,TikTok Ads,showreel_push,31730,867,NGN,258622.94,No issues
2023-03-16,YouTube Pre-roll,always_on,70700,1023,NGN,100075.65,No issues
2023-03-17,Google Ads,harmattan_drop,52273,249,NGN,87993.67,No issues
2023-03-17,Meta Ads,black_friday,53542,928,NGN,360161.6,No issues
2023-03-17,TikTok Ads,harmattan_drop,16878,538,NGN,69224.11,No issues
2023-03-18,Email / CRM,wedding_season_23,56443,1098,NGN,344168.67,No issues
2023-03-18,Google Ads,black_friday,72018,551,NGN,98008.91,No issues
2023-03-18,Meta Ads,showreel_push,21244,679,NGN,221918.98,No issues
2023-03-18,TikTok Ads,wedding_season_24,76838,2652,NGN,1075838.07,No issues
2023-03-19,Email / CRM,harmattan_drop,89374,1455,NGN,562041.11,No issues
2023-03-19,Google Ads,lagos_nights_launch,80946,1269,NGN,306048.97,No issues
2023-03-19,Influencer,showreel_push,77516,2032,NGN,507201.62,No issues
2023-03-19,Meta Ads,wedding_season_24,82661,457,NGN,70998.9,No issues
2023-03-19,TikTok Ads,wedding_season_24,57111,454,NGN,141426.23,No issues
2023-03-20,Email / CRM,always_on,24060,436,NGN,128505.28,No issues
2023-03-20,Google Ads,wedding_season_23,78117,795,NGN,88067.95,No issues
2023-03-20,Influencer,blackfriday24,78728,1707,NGN,568172.99,No issues
2023-03-20,Meta Ads,showreel_push,44627,1462,NGN,220509.16,No issues
2023-03-21,Email / CRM,blackfriday24,44014,439,NGN,84432.85,No issues
2023-03-21,Google Ads,retarget_q4,58783,1324,NGN,479312.61,No issues
2023-03-21,Influencer,blackfriday24,47670,1073,NGN,239704.98,No issues
2023-03-21,Meta Ads,blackfriday24,31858,274,NGN,98553.88,No issues
2023-03-21,YouTube Pre-roll,harmattan_drop,42963,250,NGN,43838.94,No issues
2023-03-22,Email / CRM,wedding_season_24,80834,740,NGN,132014.24,No issues
2023-03-22,Influencer,retarget_q4,60113,796,NGN,119656.03,No issues
2023-03-22,Meta Ads,brand_always_on,11956,299,NGN,122968.86,No issues
2023-03-22,TikTok Ads,blackfriday24,32205,930,NGN,65633.29,No issues
2023-03-23,Google Ads,showreel_push,76401,1635,NGN,125506.44,No issues
2023-03-23,Meta Ads,harmattan_drop,76421,1921,NGN,354322.73,No issues
2023-03-23,TikTok Ads,brand_always_on,7066,119,NGN,8854.02,No issues
2023-03-23,YouTube Pre-roll,always_on,7530,86,NGN,11549.81,No issues
2023-03-24,Email / CRM,blackfriday24,18552,486,NGN,90418.51,No issues
2023-03-24,Google Ads,always_on,71438,803,NGN,302713.7,No issues
2023-03-24,Meta Ads,blackfriday24,88051,3080,NGN,388871.02,No issues
2023-03-24,TikTok Ads,showreel_push,32863,623,NGN,88505.3,No issues
2023-03-24,YouTube Pre-roll,harmattan_drop,41733,1424,NGN,392723.25,No issues
2023-03-25,Email / CRM,harmattan_drop,36794,728,NGN,112859.16,No issues
2023-03-25,Google Ads,harmattan_drop,22103,89,NGN,27972.19,No issues
2023-03-25,Influencer,brand_always_on,74117,1951,NGN,173388.65,No issues
2023-03-25,Meta Ads,wedding_season_23,43364,1229,NGN,354968.23,No issues
2023-03-25,TikTok Ads,harmattan_drop,59247,1308,NGN,506306.16,No issues
