rate_date,from_currency,to_currency,rate,is_filled,source_rate_date,is_corrected,original_rate
2023-02-09,EUR,NGN,533.2301,False,2023-02-09,False,533.2301
2023-02-10,EUR,NGN,533.2301,True,2023-02-09,False,533.2301
2023-02-11,EUR,NGN,533.2301,True,2023-02-09,False,533.2301
2023-02-12,EUR,NGN,533.2301,True,2023-02-09,False,533.2301
2023-02-13,EUR,NGN,533.2301,True,2023-02-09,False,533.2301
2023-02-14,EUR,NGN,545.381,False,2023-02-14,False,545.381
2023-02-15,EUR,NGN,540.68,False,2023-02-15,False,540.68
2023-02-16,EUR,NGN,543.8701,False,2023-02-16,False,543.8701
2023-02-17,EUR,NGN,553.291,False,2023-02-17,False,553.291
2023-02-18,EUR,NGN,553.291,True,2023-02-17,False,553.291
2023-02-19,EUR,NGN,553.291,True,2023-02-17,False,553.291
2023-02-20,EUR,NGN,555.35,False,2023-02-20,False,555.35
2023-02-21,EUR,NGN,558.3629,False,2023-02-21,False,558.3629
2023-02-22,EUR,NGN,556.0819,False,2023-02-22,False,556.0819
2023-02-23,EUR,NGN,557.53,False,2023-02-23,False,557.53
2023-02-24,EUR,NGN,559.0508,False,2023-02-24,False,559.0508
2023-02-25,EUR,NGN,559.0508,True,2023-02-24,False,559.0508
2023-02-26,EUR,NGN,559.0508,True,2023-02-24,False,559.0508
2023-02-27,EUR,NGN,559.0508,True,2023-02-24,False,559.0508
2023-02-28,EUR,NGN,553.55,False,2023-02-28,False,553.55
2023-03-01,EUR,NGN,554.08,False,2023-03-01,False,554.08
2023-03-02,EUR,NGN,555.5628,False,2023-03-02,False,555.5628
2023-03-03,EUR,NGN,557.4202,False,2023-03-03,False,557.4202
2023-03-04,EUR,NGN,557.4202,True,2023-03-03,False,557.4202
2023-03-05,EUR,NGN,557.4202,True,2023-03-03,False,557.4202
2023-03-06,EUR,NGN,562.0364,False,2023-03-06,False,562.0364
2023-03-07,EUR,NGN,560.65,False,2023-03-07,False,560.65
2023-03-08,EUR,NGN,559.39,False,2023-03-08,False,559.39
2023-03-09,EUR,NGN,566.2001,False,2023-03-09,False,566.2001
2023-03-10,EUR,NGN,564.0928,False,2023-03-10,False,564.0928
2023-03-11,EUR,NGN,564.0928,True,2023-03-10,False,564.0928
2023-03-12,EUR,NGN,564.0928,True,2023-03-10,False,564.0928
2023-03-13,EUR,NGN,567.3244,False,2023-03-13,False,567.3244
2023-03-14,EUR,NGN,571.3098,False,2023-03-14,False,571.3098
2023-03-15,EUR,NGN,570.8541,False,2023-03-15,False,570.8541
2023-03-16,EUR,NGN,572.34,False,2023-03-16,False,572.34
2023-03-17,EUR,NGN,571.19,False,2023-03-17,False,571.19
2023-03-18,EUR,NGN,571.19,True,2023-03-17,False,571.19
2023-03-19,EUR,NGN,571.19,True,2023-03-17,False,571.19
2023-03-20,EUR,NGN,582.0399,False,2023-03-20,False,582.0399
2023-03-21,EUR,NGN,582.0399,True,2023-03-20,False,582.0399
2023-03-22,EUR,NGN,573.6884,False,2023-03-22,False,573.6884
2023-03-23,EUR,NGN,572.0263,False,2023-03-23,False,572.0263
2023-03-24,EUR,NGN,572.0263,True,2023-03-23,False,572.0263
2023-03-25,EUR,NGN,572.0263,True,2023-03-23,False,572.0263
2023-03-26,EUR,NGN,572.0263,True,2023-03-23,False,572.0263
2023-03-27,EUR,NGN,577.13,False,2023-03-27,False,577.13
2023-03-28,EUR,NGN,577.2428,False,2023-03-28,False,577.2428
2023-03-29,EUR,NGN,575.8674,False,2023-03-29,False,575.8674
2023-03-30,EUR,NGN,573.088,False,2023-03-30,True,5730.88
2023-03-31,EUR,NGN,575.28,False,2023-03-31,False,575.28
2023-04-01,EUR,NGN,575.28,True,2023-03-31,False,575.28
2023-04-02,EUR,NGN,575.28,True,2023-03-31,False,575.28
2023-04-03,EUR,NGN,573.7904,False,2023-04-03,False,573.7904
2023-04-04,EUR,NGN,578.574,False,2023-04-04,False,578.574
2023-04-05,EUR,NGN,577.05,False,2023-04-05,False,577.05
2023-04-06,EUR,NGN,572.53,False,2023-04-06,False,572.53
2023-04-07,EUR,NGN,572.53,True,2023-04-06,False,572.53
2023-04-08,EUR,NGN,572.53,True,2023-04-06,False,572.53
2023-04-09,EUR,NGN,572.53,True,2023-04-06,False,572.53
2023-04-10,EUR,NGN,577.2222,False,2023-04-10,False,577.2222
2023-04-11,EUR,NGN,580.6,False,2023-04-11,False,580.6
2023-04-12,EUR,NGN,576.4595,False,2023-04-12,False,576.4595
2023-04-13,EUR,NGN,572.5024,False,2023-04-13,False,572.5024
2023-04-14,EUR,NGN,571.3641,False,2023-04-14,False,571.3641
2023-04-15,EUR,NGN,571.3641,True,2023-04-14,False,571.3641
2023-04-16,EUR,NGN,571.3641,True,2023-04-14,False,571.3641
2023-04-17,EUR,NGN,578.5623,False,2023-04-17,False,578.5623
2023-04-18,EUR,NGN,579.577,False,2023-04-18,False,579.577
2023-04-19,EUR,NGN,575.9878,False,2023-04-19,False,575.9878
2023-04-20,EUR,NGN,579.08,False,2023-04-20,False,579.08
2023-04-21,EUR,NGN,577.08,False,2023-04-21,False,577.08
2023-04-22,EUR,NGN,577.08,True,2023-04-21,False,577.08
2023-04-23,EUR,NGN,577.08,True,2023-04-21,False,577.08
2023-04-24,EUR,NGN,567.389,False,2023-04-24,False,567.389
2023-04-25,EUR,NGN,568.8698,False,2023-04-25,False,568.8698
2023-04-26,EUR,NGN,571.589,False,2023-04-26,False,571.589
2023-04-27,EUR,NGN,575.6739,False,2023-04-27,False,575.6739
2023-04-28,EUR,NGN,575.301,False,2023-04-28,False,575.301
2023-04-29,EUR,NGN,575.301,True,2023-04-28,False,575.301
2023-04-30,EUR,NGN,575.301,True,2023-04-28,False,575.301
2023-05-01,EUR,NGN,573.9443,False,2023-05-01,False,573.9443
2023-05-02,EUR,NGN,573.9443,True,2023-05-01,False,573.9443
2023-05-03,EUR,NGN,582.52,False,2023-05-03,False,582.52
2023-05-04,EUR,NGN,589.0949,False,2023-05-04,False,589.0949
2023-05-05,EUR,NGN,586.31,False,2023-05-05,False,586.31
2023-05-06,EUR,NGN,586.31,True,2023-05-05,False,586.31
2023-05-07,EUR,NGN,586.31,True,2023-05-05,False,586.31
2023-05-08,EUR,NGN,593.94,False,2023-05-08,False,593.94
2023-05-09,EUR,NGN,597.09,False,2023-05-09,False,597.09
2023-05-10,EUR,NGN,597.09,True,2023-05-09,False,597.09
2023-05-11,EUR,NGN,597.9755,False,2023-05-11,False,597.9755
2023-05-12,EUR,NGN,602.86,False,2023-05-12,False,602.86
2023-05-13,EUR,NGN,602.86,True,2023-05-12,False,602.86
2023-05-14,EUR,NGN,602.86,True,2023-05-12,False,602.86
2023-05-15,EUR,NGN,615.2394,False,2023-05-15,False,615.2394
2023-05-16,EUR,NGN,613.6482,False,2023-05-16,False,613.6482
2023-05-17,EUR,NGN,612.8577,False,2023-05-17,False,612.8577
2023-05-18,EUR,NGN,614.7238,False,2023-05-18,False,614.7238
2023-05-19,EUR,NGN,614.4936,False,2023-05-19,False,614.4936
2023-05-20,EUR,NGN,614.4936,True,2023-05-19,False,614.4936
2023-05-21,EUR,NGN,614.4936,True,2023-05-19,False,614.4936
2023-05-22,EUR,NGN,622.3156,False,2023-05-22,False,622.3156
2023-05-23,EUR,NGN,620.6619,False,2023-05-23,False,620.6619
2023-05-24,EUR,NGN,626.4508,False,2023-05-24,False,626.4508
2023-05-25,EUR,NGN,631.4,False,2023-05-25,False,631.4
2023-05-26,EUR,NGN,628.4,False,2023-05-26,False,628.4
2023-05-27,EUR,NGN,628.4,True,2023-05-26,False,628.4
2023-05-28,EUR,NGN,628.4,True,2023-05-26,False,628.4
2023-05-29,EUR,NGN,642.9028,False,2023-05-29,False,642.9028
2023-05-30,EUR,NGN,642.9028,True,2023-05-29,False,642.9028
2023-05-31,EUR,NGN,645.74,False,2023-05-31,False,645.74
2023-06-01,EUR,NGN,650.2858,False,2023-06-01,False,650.2858
2023-06-02,EUR,NGN,654.5058,False,2023-06-02,False,654.5058
2023-06-03,EUR,NGN,654.5058,True,2023-06-02,False,654.5058
2023-06-04,EUR,NGN,654.5058,True,2023-06-02,False,654.5058
2023-06-05,EUR,NGN,664.58,False,2023-06-05,False,664.58
2023-06-06,EUR,NGN,664.58,True,2023-06-05,False,664.58
2023-06-07,EUR,NGN,664.3672,False,2023-06-07,False,664.3672
2023-06-08,EUR,NGN,663.45,False,2023-06-08,False,663.45
2023-06-09,EUR,NGN,665.5744,False,2023-06-09,False,665.5744
2023-06-10,EUR,NGN,665.5744,True,2023-06-09,False,665.5744
2023-06-11,EUR,NGN,665.5744,True,2023-06-09,False,665.5744
2023-06-12,EUR,NGN,664.6693,False,2023-06-12,False,664.6693
2023-06-13,EUR,NGN,670.5538,False,2023-06-13,False,670.5538
2023-06-14,EUR,NGN,1086.297,False,2023-06-14,True,10862.97
2023-06-15,EUR,NGN,1098.93,False,2023-06-15,False,1098.93
2023-06-16,EUR,NGN,1107.7767,False,2023-06-16,False,1107.7767
2023-06-17,EUR,NGN,1107.7767,True,2023-06-16,False,1107.7767
2023-06-18,EUR,NGN,1107.7767,True,2023-06-16,False,1107.7767
2023-06-19,EUR,NGN,1110.64,False,2023-06-19,False,1110.64
2023-06-20,EUR,NGN,1108.59,False,2023-06-20,False,1108.59
2023-06-21,EUR,NGN,1113.9221,False,2023-06-21,False,1113.9221
2023-06-22,EUR,NGN,1118.1653,False,2023-06-22,False,1118.1653
2023-06-23,EUR,NGN,1114.42,False,2023-06-23,False,1114.42
2023-06-24,EUR,NGN,1114.42,True,2023-06-23,False,1114.42
2023-06-25,EUR,NGN,1114.42,True,2023-06-23,False,1114.42
2023-06-26,EUR,NGN,1093.5453,False,2023-06-26,False,1093.5453
2023-06-27,EUR,NGN,1102.28,False,2023-06-27,False,1102.28
2023-06-28,EUR,NGN,1102.7249,False,2023-06-28,False,1102.7249
2023-06-29,EUR,NGN,1113.6599,False,2023-06-29,False,1113.6599
2023-06-30,EUR,NGN,1105.2555,False,2023-06-30,False,1105.2555
2023-07-01,EUR,NGN,1105.2555,True,2023-06-30,False,1105.2555
2023-07-02,EUR,NGN,1105.2555,True,2023-06-30,False,1105.2555
2023-07-03,EUR,NGN,1081.1821,False,2023-07-03,False,1081.1821
2023-07-04,EUR,NGN,1078.9851,False,2023-07-04,False,1078.9851
2023-07-05,EUR,NGN,1080.5372,False,2023-07-05,False,1080.5372
2023-07-06,EUR,NGN,1082.6796,False,2023-07-06,False,1082.6796
2023-07-07,EUR,NGN,1082.6796,True,2023-07-06,False,1082.6796
2023-07-08,EUR,NGN,1082.6796,True,2023-07-06,False,1082.6796
2023-07-09,EUR,NGN,1082.6796,True,2023-07-06,False,1082.6796
2023-07-10,EUR,NGN,1064.6508,False,2023-07-10,False,1064.6508
2023-07-11,EUR,NGN,1055.2741,False,2023-07-11,False,1055.2741
2023-07-12,EUR,NGN,1062.011,False,2023-07-12,False,1062.011
2023-07-13,EUR,NGN,1053.7664,False,2023-07-13,False,1053.7664
2023-07-14,EUR,NGN,1054.4195,False,2023-07-14,False,1054.4195
2023-07-15,EUR,NGN,1054.4195,True,2023-07-14,False,1054.4195
2023-07-16,EUR,NGN,1054.4195,True,2023-07-14,False,1054.4195
2023-07-17,EUR,NGN,1062.6905,False,2023-07-17,False,1062.6905
2023-07-18,EUR,NGN,1059.6,False,2023-07-18,False,1059.6
2023-07-19,EUR,NGN,1055.11,False,2023-07-19,False,1055.11
2023-07-20,EUR,NGN,1057.14,False,2023-07-20,False,1057.14
2023-07-21,EUR,NGN,1065.96,False,2023-07-21,False,1065.96
2023-07-22,EUR,NGN,1065.96,True,2023-07-21,False,1065.96
2023-07-23,EUR,NGN,1065.96,True,2023-07-21,False,1065.96
2023-07-24,EUR,NGN,1085.09,False,2023-07-24,False,1085.09
2023-07-25,EUR,NGN,1086.8109,False,2023-07-25,False,1086.8109
2023-07-26,EUR,NGN,1086.34,False,2023-07-26,False,1086.34
2023-07-27,EUR,NGN,1093.6342,False,2023-07-27,False,1093.6342
2023-07-28,EUR,NGN,1096.36,False,2023-07-28,False,1096.36
2023-07-29,EUR,NGN,1096.36,True,2023-07-28,False,1096.36
2023-07-30,EUR,NGN,1096.36,True,2023-07-28,False,1096.36
2023-07-31,EUR,NGN,1092.15,False,2023-07-31,False,1092.15
2023-08-01,EUR,NGN,1086.5614,False,2023-08-01,False,1086.5614
2023-08-02,EUR,NGN,1091.4875,False,2023-08-02,False,1091.4875
2023-08-03,EUR,NGN,1107.7603,False,2023-08-03,False,1107.7603
2023-08-04,EUR,NGN,1107.7603,True,2023-08-03,False,1107.7603
2023-08-05,EUR,NGN,1107.7603,True,2023-08-03,False,1107.7603
2023-08-06,EUR,NGN,1107.7603,True,2023-08-03,False,1107.7603
2023-08-07,EUR,NGN,1129.08,False,2023-08-07,False,1129.08
2023-08-08,EUR,NGN,1133.7958,False,2023-08-08,False,1133.7958
2023-08-09,EUR,NGN,1137.07,False,2023-08-09,False,1137.07
2023-08-10,EUR,NGN,1136.4695,False,2023-08-10,False,1136.4695
2023-08-11,EUR,NGN,1147.28,False,2023-08-11,False,1147.28
2023-08-12,EUR,NGN,1147.28,True,2023-08-11,False,1147.28
2023-08-13,EUR,NGN,1147.28,True,2023-08-11,False,1147.28
2023-08-14,EUR,NGN,1147.28,True,2023-08-11,False,1147.28
2023-08-15,EUR,NGN,1170.9376,False,2023-08-15,False,1170.9376
2023-08-16,EUR,NGN,1168.203,False,2023-08-16,False,1168.203
2023-08-17,EUR,NGN,1169.42,False,2023-08-17,False,1169.42
2023-08-18,EUR,NGN,1164.7312,False,2023-08-18,False,1164.7312
2023-08-19,EUR,NGN,1164.7312,True,2023-08-18,False,1164.7312
2023-08-20,EUR,NGN,1164.7312,True,2023-08-18,False,1164.7312
2023-08-21,EUR,NGN,1163.6648,False,2023-08-21,False,1163.6648
2023-08-22,EUR,NGN,1169.8231,False,2023-08-22,False,1169.8231
2023-08-23,EUR,NGN,1160.6713,False,2023-08-23,False,1160.6713
2023-08-24,EUR,NGN,1161.0834,False,2023-08-24,False,1161.0834
2023-08-25,EUR,NGN,1161.0834,True,2023-08-24,False,1161.0834
2023-08-26,EUR,NGN,1161.0834,True,2023-08-24,False,1161.0834
2023-08-27,EUR,NGN,1161.0834,True,2023-08-24,False,1161.0834
2023-08-28,EUR,NGN,1170.915,False,2023-08-28,False,1170.915
2023-08-29,EUR,NGN,1165.67,False,2023-08-29,False,1165.67
2023-08-30,EUR,NGN,1170.13,False,2023-08-30,False,1170.13
2023-08-31,EUR,NGN,1176.96,False,2023-08-31,False,1176.96
2023-09-01,EUR,NGN,1175.705,False,2023-09-01,False,1175.705
2023-09-02,EUR,NGN,1175.705,True,2023-09-01,False,1175.705
2023-09-03,EUR,NGN,1175.705,True,2023-09-01,False,1175.705
2023-09-04,EUR,NGN,1177.1579,False,2023-09-04,False,1177.1579
2023-09-05,EUR,NGN,1182.7386,False,2023-09-05,False,1182.7386
2023-09-06,EUR,NGN,1189.33,False,2023-09-06,False,1189.33
2023-09-07,EUR,NGN,1203.9925,False,2023-09-07,False,1203.9925
2023-09-08,EUR,NGN,1214.665,False,2023-09-08,False,1214.665
2023-09-09,EUR,NGN,1214.665,True,2023-09-08,False,1214.665
2023-09-10,EUR,NGN,1214.665,True,2023-09-08,False,1214.665
2023-09-11,EUR,NGN,1232.6217,False,2023-09-11,False,1232.6217
2023-09-12,EUR,NGN,1227.1205,False,2023-09-12,False,1227.1205
2023-09-13,EUR,NGN,1219.8012,False,2023-09-13,False,1219.8012
2023-09-14,EUR,NGN,1217.4359,False,2023-09-14,False,1217.4359
2023-09-15,EUR,NGN,1217.17,False,2023-09-15,False,1217.17
2023-09-16,EUR,NGN,1217.17,True,2023-09-15,False,1217.17
2023-09-17,EUR,NGN,1217.17,True,2023-09-15,False,1217.17
2023-09-18,EUR,NGN,1244.9734,False,2023-09-18,False,1244.9734
2023-09-19,EUR,NGN,1247.18,False,2023-09-19,False,1247.18
2023-09-20,EUR,NGN,1251.0628,False,2023-09-20,False,1251.0628
2023-09-21,EUR,NGN,1243.65,False,2023-09-21,False,1243.65
2023-09-22,EUR,NGN,1242.0823,False,2023-09-22,False,1242.0823
2023-09-23,EUR,NGN,1242.0823,True,2023-09-22,False,1242.0823
2023-09-24,EUR,NGN,1242.0823,True,2023-09-22,False,1242.0823
2023-09-25,EUR,NGN,1240.1,False,2023-09-25,False,1240.1
2023-09-26,EUR,NGN,1241.677,False,2023-09-26,False,1241.677
2023-09-27,EUR,NGN,1248.3517,False,2023-09-27,False,1248.3517
2023-09-28,EUR,NGN,1259.8542,False,2023-09-28,False,1259.8542
2023-09-29,EUR,NGN,1273.1699,False,2023-09-29,False,1273.1699
2023-09-30,EUR,NGN,1273.1699,True,2023-09-29,False,1273.1699
2023-10-01,EUR,NGN,1273.1699,True,2023-09-29,False,1273.1699
2023-10-02,EUR,NGN,1280.0554,False,2023-10-02,False,1280.0554
2023-10-03,EUR,NGN,1275.23,False,2023-10-03,False,1275.23
2023-10-04,EUR,NGN,1275.23,True,2023-10-03,False,1275.23
2023-10-05,EUR,NGN,1288.67,False,2023-10-05,False,1288.67
2023-10-06,EUR,NGN,1280.3791,False,2023-10-06,False,1280.3791
2023-10-07,EUR,NGN,1280.3791,True,2023-10-06,False,1280.3791
2023-10-08,EUR,NGN,1280.3791,True,2023-10-06,False,1280.3791
2023-10-09,EUR,NGN,1304.3133,False,2023-10-09,False,1304.3133
2023-10-10,EUR,NGN,1307.0925,False,2023-10-10,False,1307.0925
2023-10-11,EUR,NGN,1297.5381,False,2023-10-11,False,1297.5381
2023-10-12,EUR,NGN,1299.0101,False,2023-10-12,False,1299.0101
2023-10-13,EUR,NGN,1308.8749,False,2023-10-13,False,1308.8749
2023-10-14,EUR,NGN,1308.8749,True,2023-10-13,False,1308.8749
2023-10-15,EUR,NGN,1308.8749,True,2023-10-13,False,1308.8749
2023-10-16,EUR,NGN,1289.03,False,2023-10-16,False,1289.03
2023-10-17,EUR,NGN,1295.4103,False,2023-10-17,False,1295.4103
2023-10-18,EUR,NGN,1292.0972,False,2023-10-18,False,1292.0972
2023-10-19,EUR,NGN,1307.6038,False,2023-10-19,False,1307.6038
2023-10-20,EUR,NGN,1306.719,False,2023-10-20,False,1306.719
2023-10-21,EUR,NGN,1306.719,True,2023-10-20,False,1306.719
2023-10-22,EUR,NGN,1306.719,True,2023-10-20,False,1306.719
2023-10-23,EUR,NGN,1294.32,False,2023-10-23,False,1294.32
2023-10-24,EUR,NGN,1298.5629,False,2023-10-24,False,1298.5629
2023-10-25,EUR,NGN,1290.6334,False,2023-10-25,False,1290.6334
2023-10-26,EUR,NGN,1299.9093,False,2023-10-26,False,1299.9093
2023-10-27,EUR,NGN,1297.275,False,2023-10-27,False,1297.275
2023-10-28,EUR,NGN,1297.275,True,2023-10-27,False,1297.275
2023-10-29,EUR,NGN,1297.275,True,2023-10-27,False,1297.275
2023-10-30,EUR,NGN,1322.4545,False,2023-10-30,False,1322.4545
2023-10-31,EUR,NGN,1330.91,False,2023-10-31,False,1330.91
2023-11-01,EUR,NGN,1330.94,False,2023-11-01,False,1330.94
2023-11-02,EUR,NGN,1329.9633,False,2023-11-02,False,1329.9633
2023-11-03,EUR,NGN,1331.531,False,2023-11-03,False,1331.531
2023-11-04,EUR,NGN,1331.531,True,2023-11-03,False,1331.531
2023-11-05,EUR,NGN,1331.531,True,2023-11-03,False,1331.531
2023-11-06,EUR,NGN,1347.6946,False,2023-11-06,False,1347.6946
2023-11-07,EUR,NGN,1344.78,False,2023-11-07,False,1344.78
2023-11-08,EUR,NGN,1339.05,False,2023-11-08,False,1339.05
2023-11-09,EUR,NGN,1338.0942,False,2023-11-09,False,1338.0942
2023-11-10,EUR,NGN,1341.68,False,2023-11-10,False,1341.68
2023-11-11,EUR,NGN,1341.68,True,2023-11-10,False,1341.68
2023-11-12,EUR,NGN,1341.68,True,2023-11-10,False,1341.68
2023-11-13,EUR,NGN,1357.2478,False,2023-11-13,False,1357.2478
2023-11-14,EUR,NGN,1358.6868,False,2023-11-14,False,1358.6868
2023-11-15,EUR,NGN,1358.806,False,2023-11-15,False,1358.806
2023-11-16,EUR,NGN,1371.5098,False,2023-11-16,False,1371.5098
2023-11-17,EUR,NGN,1377.16,False,2023-11-17,False,1377.16
2023-11-18,EUR,NGN,1377.16,True,2023-11-17,False,1377.16
2023-11-19,EUR,NGN,1377.16,True,2023-11-17,False,1377.16
2023-11-20,EUR,NGN,1377.1244,False,2023-11-20,False,1377.1244
2023-11-21,EUR,NGN,1378.4974,False,2023-11-21,False,1378.4974
2023-11-22,EUR,NGN,1373.17,False,2023-11-22,False,1373.17
2023-11-23,EUR,NGN,1381.92,False,2023-11-23,False,1381.92
2023-11-24,EUR,NGN,1365.23,False,2023-11-24,False,1365.23
2023-11-25,EUR,NGN,1365.23,True,2023-11-24,False,1365.23
2023-11-26,EUR,NGN,1365.23,True,2023-11-24,False,1365.23
2023-11-27,EUR,NGN,1361.8569,False,2023-11-27,False,1361.8569
2023-11-28,EUR,NGN,1371.7571,False,2023-11-28,False,1371.7571
2023-11-29,EUR,NGN,1378.729,False,2023-11-29,False,1378.729
2023-11-30,EUR,NGN,1378.29,False,2023-11-30,False,1378.29
2023-12-01,EUR,NGN,1378.81,False,2023-12-01,False,1378.81
2023-12-02,EUR,NGN,1378.81,True,2023-12-01,False,1378.81
2023-12-03,EUR,NGN,1378.81,True,2023-12-01,False,1378.81
2023-12-04,EUR,NGN,1365.4906,False,2023-12-04,False,1365.4906
2023-12-05,EUR,NGN,1372.9576,False,2023-12-05,False,1372.9576
2023-12-06,EUR,NGN,1361.9884,False,2023-12-06,False,1361.9884
2023-12-07,EUR,NGN,1347.327,False,2023-12-07,False,1347.327
2023-12-08,EUR,NGN,1340.3198,False,2023-12-08,False,1340.3198
2023-12-09,EUR,NGN,1340.3198,True,2023-12-08,False,1340.3198
2023-12-10,EUR,NGN,1340.3198,True,2023-12-08,False,1340.3198
2023-12-11,EUR,NGN,1345.8956,False,2023-12-11,False,1345.8956
2023-12-12,EUR,NGN,1345.8956,True,2023-12-11,False,1345.8956
2023-12-13,EUR,NGN,1377.8064,False,2023-12-13,False,1377.8064
2023-12-14,EUR,NGN,1385.56,False,2023-12-14,False,1385.56
2023-12-15,EUR,NGN,1393.39,False,2023-12-15,False,1393.39
2023-12-16,EUR,NGN,1393.39,True,2023-12-15,False,1393.39
2023-12-17,EUR,NGN,1393.39,True,2023-12-15,False,1393.39
2023-12-18,EUR,NGN,1417.6753,False,2023-12-18,False,1417.6753
2023-12-19,EUR,NGN,1419.6418,False,2023-12-19,False,1419.6418
2023-12-20,EUR,NGN,1423.8075,False,2023-12-20,False,1423.8075
2023-12-21,EUR,NGN,1421.8562,False,2023-12-21,False,1421.8562
2023-12-22,EUR,NGN,1436.0335,False,2023-12-22,False,1436.0335
2023-12-23,EUR,NGN,1436.0335,True,2023-12-22,False,1436.0335
2023-12-24,EUR,NGN,1436.0335,True,2023-12-22,False,1436.0335
2023-12-25,EUR,NGN,1423.3126,False,2023-12-25,False,1423.3126
2023-12-26,EUR,NGN,1425.23,False,2023-12-26,False,1425.23
2023-12-27,EUR,NGN,1429.1708,False,2023-12-27,False,1429.1708
2023-12-28,EUR,NGN,1430.9377,False,2023-12-28,False,1430.9377
2023-12-29,EUR,NGN,1428.5084,False,2023-12-29,False,1428.5084
2023-12-30,EUR,NGN,1428.5084,True,2023-12-29,False,1428.5084
2023-12-31,EUR,NGN,1428.5084,True,2023-12-29,False,1428.5084
2024-01-01,EUR,NGN,1424.5188,False,2024-01-01,False,1424.5188
2024-01-02,EUR,NGN,1434.9266,False,2024-01-02,False,1434.9266
2024-01-03,EUR,NGN,1431.5232,False,2024-01-03,False,1431.5232
2024-01-04,EUR,NGN,1437.8272,False,2024-01-04,False,1437.8272
2024-01-05,EUR,NGN,1436.28,False,2024-01-05,False,1436.28
2024-01-06,EUR,NGN,1436.28,True,2024-01-05,False,1436.28
2024-01-07,EUR,NGN,1436.28,True,2024-01-05,False,1436.28
2024-01-08,EUR,NGN,1444.98,False,2024-01-08,False,1444.98
2024-01-09,EUR,NGN,1447.5928,False,2024-01-09,False,1447.5928
2024-01-10,EUR,NGN,1455.34,False,2024-01-10,False,1455.34
2024-01-11,EUR,NGN,1463.372,False,2024-01-11,False,1463.372
2024-01-12,EUR,NGN,1473.9815,False,2024-01-12,False,1473.9815
2024-01-13,EUR,NGN,1473.9815,True,2024-01-12,False,1473.9815
2024-01-14,EUR,NGN,1473.9815,True,2024-01-12,False,1473.9815
2024-01-15,EUR,NGN,1463.09,False,2024-01-15,False,1463.09
2024-01-16,EUR,NGN,1467.7761,False,2024-01-16,False,1467.7761
2024-01-17,EUR,NGN,1467.467,False,2024-01-17,False,1467.467
2024-01-18,EUR,NGN,1451.1495,False,2024-01-18,False,1451.1495
2024-01-19,EUR,NGN,1463.5685,False,2024-01-19,False,1463.5685
